entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
28886047,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,1202384.0,671182.0,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",461812.0,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,-908971.0,-993014.0,-531202.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,-84043.0,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,908971.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2014-01-01,2014-12-31,ID_18,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,908971.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2014-12-31,2014-12-31,ID_20,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,7156773.0,513471.0,5804375.0,125000.0,1041137.0,243000.0,-3706939.0,311261.0,5804375.0,7156773.0,10863712.0,6115636.0,143406.0,311261.0,-3831939.0,10863712.0,10720306.0,527666.0,84043.0,200623.0,,,
28886047,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,,,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
28886047,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzM0LzdhLzg0LzhlOTktNDFlMS04YWU4LTFhOTI0NzA3MWMxOQ.pdf,http://regnskaber.virk.dk/74068882/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzBmL2Y0Lzc5LzQ2NjktNGE4Ny05ZGE0LThkYzc1ZmYzMzZkZg.xml,"2000, Frederiksberg",Lindevangs Alle 4,Til kapitalejerne i ELSALG.DK ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-10,2005-07-05,2016-03-10,1565496.0,1396540.0,28886047.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for ELSALG.DK ApS.,"Vi har revideret Ã¥rsregnskabet for ELSALG.DK ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Per Byrial Andersen,ELSALG.DK ApS,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",485651.0,"Skanderborg, den 10. marts 2016",2014-01-01,2014-12-31,-579482.0,-654607.0,-168956.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-10,Frederiksberg,-75125.0,Administrerende direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22096538,indberetninger-20180424,2.5124211,28886047.0,,2018-03-29T03:43:36.770Z,2016-03-14T06:21:42.164Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-17-FZ,2016-03-14T06:21:42.309Z,,,,,,,,,,,,,,,,,,,,,,,
