entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises
35031235,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,131167.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,131167.0,131167.0,2017-12-31,2017-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,50000.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,31167.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,50000.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,390649.0,80000.0,100000.0,390649.0,390649.0,0.0,290649.0,290649.0,290649.0,0.0,50000.0,210649.0,50000.0,0.0,0.0,100000.0,100000.0,0.0
35031235,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,200131.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,200131.0,200131.0,2017-12-31,2017-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,50000.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,100131.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
35031235,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzhiL2YxLzRkZmMtNDQwNC1hMDMyLWE3YWU5NjczYjU4Nw.xhtml,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzIxL2IxLzNmLzg2YjYtNDYyNi1hYzYxLWFlNTAzNTI5MmRkZg.pdf,http://regnskaber.virk.dk/53213053/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2M2L2Y3Lzk1L2NiOTQtNDA5MC04Y2VlLTY2Nzk2ODkyOGQzNg.xml,true,Gilleleje,3250.0,307.0,Langdraget,"3460, BirkerÃ¸d",Munkerisparken 30,Regnskabsklasse B,2018-05-23,2018-05-23,35031235.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i Ã¥ret vÃ¦ret 0 gennemsnitlige fultidsansatte.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Ros Dreisig,Mark Ros Dreisig,DREISIG HOLDING ApS,Karen Skakke JÃ¸rgensen,Gilleleje,2016-01-01,2016-12-31,50000.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25561310,indberetninger-20180424,2.5949414,35031235.0,AWOm0riA0wkEsASktE3x,2018-05-28T12:57:48.206Z,2018-05-28T12:56:56.988Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-FN,2018-05-28T12:56:57.301Z,,,,,,,,,,,,,,,,,,
