entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseOfCapital
27508499,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,-6875.0,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-6908.0,0.0,Aarhus,2015-01-01,2015-12-31,-13783.0,-13783.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,0.0,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,,,,
27508499,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,-13783.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,,,,
27508499,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,5.0,5.0,125000.0,-678458.0,5.0,678463.0,0.0,0.0,0.0,0.0,672963.0,-803458.0,0.0,0.0,678463.0,5500.0,,,,
27508499,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,125000.0,,,,,,,,,,,,,,,,
27508499,2016-01-01,2016-01-01,c229,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,0.0,,,,,,,,,,,,,,,,
27508499,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,-803458.0,,,,,,,,,,,,,,,,
27508499,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,-12466.0,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-6791.0,6024.0,Aarhus,2015-01-01,2015-12-31,-13233.0,-13233.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,0.0,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,Til kapitalejeren i Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,
27508499,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,-13233.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,,,,
27508499,2016-01-01,2016-12-31,c227,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,,,,1000.0
27508499,2016-01-01,2016-12-31,c230,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzUwL2MxLzRiLzY4YTktNDE0OC04MjMyLTQ5YWUyYmM1MGJmZQ.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ZkLzg5LzE0L2VjNjktNDU3Yi05N2Y4LTA4ZDA0MGIzZjJkOA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-31,2004-01-01,2017-06-08,Statsautoriseret revisor,Selskabet har ingen eventualforpligtelser pr. 31. december 2016.,,20222670.0,27508499.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,true,2017-05-31,Aarhus,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24151273,indberetninger-20180424,2.5118437,27508499.0,,2018-03-29T05:46:08.470Z,2017-06-08T13:57:00.343Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-LS,2017-06-08T13:57:00.507Z,,,,,,,,,,,,,,,,,,,,99000.0
