entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves
27508499,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,6791.0,6024.0,Aarhus,2016-01-01,2016-12-31,-13233.0,-13233.0,-12466.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,0.0,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,,,
27508499,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,-13233.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,,,
27508499,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,105463.0,2190.0,126000.0,-591691.0,105463.0,697154.0,0.0,0.0,0.0,103273.0,691654.0,-816691.0,99000.0,103273.0,697154.0,5500.0,,,
27508499,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,126000.0,,,,,,,,,,,,,,,
27508499,2017-01-01,2017-01-01,c229,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,99000.0,,,,,,,,,,,,,,,
27508499,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,-816691.0,,,,,,,,,,,,,,,
27508499,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,6942.0,5389.0,Aarhus,2016-01-01,2016-12-31,-6653.0,-6653.0,-5100.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,0.0,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
27508499,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,-6653.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,,,
27508499,2017-01-01,2017-12-31,c230,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,,,-99000.0
27508499,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2NmL2EyL2ZjL2I3MjYtNDRhNy05ZmVjLTZiNDViMjIzNGUxMw.pdf,http://regnskaber.virk.dk/99480572/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzc3L2I0L2JjL2M4OWMtNGU1Yy05ZDE2LWVmZTNjYWVkZjA2YQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus,8000.0,11.0,SÃ¸nder AllÃ©,8320 MÃ¥rslet,Bedervej 62,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Hans Petersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-14,2004-01-01,2018-05-28,Statsautoriseret revisor,20222670.0,27508499.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Hans Petersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Hans Petersen,Hans Petersen,Spar Nord,Hans Petersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2016-01-01,2016-12-31,-6653.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-05-14,Aarhus,,urn:ofk:oid:25727656,indberetninger-20180424,2.5118417999999996,27508499.0,AWPT3ST40wkEsASktdDe,2018-06-06T06:51:58.400Z,2018-06-06T06:51:14.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-GY,2018-06-06T06:51:14.715Z,,,,,,,,,,,,,,,,,,,99000.0
