entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises
31600839,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",10221.0,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",-10221.0,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,-10221.0,-10221.0,-10221.0,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
31600839,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,-10221.0,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
31600839,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,1624000.0,17000.0,-47754.0,1624000.0,1671754.0,1624000.0,1624000.0,1500000.0,1500000.0,1624000.0,6450.0,-64754.0,171754.0,165304.0
31600839,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,17000.0,,,,,,,,,,,
31600839,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,-64754.0,,,,,,,,,,,
31600839,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,-47754.0,,,,,,,,,,,
31600839,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",4215.0,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",-4215.0,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,-4215.0,-4215.0,-4215.0,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
31600839,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
31600839,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
31600839,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2Y3LzljLzM0L2ZkM2EtNGZmYS1iZDcxLTFmOWUwY2RkNmViNw.xhtml,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzQ2LzQ1L2ZkLzFjYjEtNDZiNC1hNzUxLTc1MzRiMDNhYWRjMQ.pdf,http://regnskaber.virk.dk/93800613/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NiLzBjL2NiL2E1OTYtNDgwOC04ZjE4LTczOTlmYWFmY2I5Mg.xml,true,KÃ¸benhavn Ã,2100.0,"8, 2",OmÃ¸gade,2100 KÃ¸benhavn,"OmÃ¸gade 8, 2.",,Regnskabsklasse B,2016-05-26,2016-05-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet eventualforpligtelser og sikkerhedsstillelser.</p>",,31600839.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Andrew Woods,Zachery Brannon Boyd,MALDIA ApS,Jesper Aarenstrup,KÃ¸benhavn,2014-01-01,2014-12-31,-4215.0,,,2015-12-31,2015-01-01,false,false,"Selskabet vÃ¦lger ikke at blive revideret, sÃ¥fremt betingelserne for dette er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22447144,indberetninger-20180424,2.5949402000000004,31600839.0,,2018-03-29T03:34:43.289Z,2016-05-26T07:50:00.571Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AM-06-LF,2016-05-26T07:50:00.954Z,,,,,,,,,,,,,,
