entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
30827643,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,-853283.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,-82598.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,-103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,1039281.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,64049.0,0.0,354703.0,853283.0,43520.0,1100417.0,290654.0,61136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,24254333.0,173488.0,125000.0,431990.0,0.0,22816912.0,1708705.0,19340555.0,24254333.0,1284756.0,2773083.0,2023083.0,0.0,0.0,23822343.0,750000.0,139626.0,258502.0,21049260.0,103400.0,152665.0,152665.0,1898083.0,20690429.0,59.0,1284756.0,982898.0,0.0,258502.0,161198.0,0.0,975.0,
30827643,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,-132524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,28104.0,250000.0,370654.0,-175178.0,22170.0,-104798.0,92550.0,27726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,63146.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827643,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjLzZlLzljLzlhZGYtNGIzYS1iNTYyLTA1ODEzMzQ2NzE0Yg.pdf,http://regnskaber.virk.dk/34672803/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzY5LzU3LzIxLzI0ZWUtNDEyYy04Mzk3LWM1ZTcwM2ZiMGU5Mw.xml,true,"9300, SÃ¦by",GasvÃ¦rksvej 3,Til kapitalejerne i CH Consult Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-26,2018-03-26,2007-09-01,2018-03-26,20833696.0,30827643.0,20833696.0,mne335,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CH Consult Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ejvind Burholt,Claus Haumann,Burholt Revision,CH Consult Holding ApS,Burholt Revision,Frederikshavn,2016-01-01,2016-12-31,-105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-26,SÃ¦by,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",99204010.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25245441,indberetninger-20180424,2.5124327999999996,30827643.0,,2018-04-04T11:59:56.593Z,2018-03-28T13:35:55.050Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-78-JV,2018-03-28T13:35:55.183Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
