entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermTaxPayables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherReserves,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
34589402,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,117520.0,8622.0,128167.0,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,6466.0,8622.0,10647.0,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,
34589402,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,6466.0,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,
34589402,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,126565.0,96556.0,80000.0,126565.0,99704.0,126565.0,26861.0,13238.0,24705.0,6466.0,26861.0,30009.0,30009.0,,
34589402,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,629146.0,-110782.0,518364.0,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,-110782.0,-110782.0,-110782.0,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,
34589402,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,Bjarne Fink-Jakobsen,
34589402,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,Peter Nielsen-Hannerup,
34589402,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,Paul Herman Nielsen-Hannerup
34589402,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,SÃ¸ren Fink-Jakobsen
34589402,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,Bjarne Fink-Jakobsen
34589402,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzFhL2FjLzQ1LzE1MWYtNDlkNi1hNWM4LTVmN2MxZmRlOWMyYg.xhtml,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRiLzYwLzZhL2ZjODItNGVmMy05MWUyLTZlNTkyYzg0MWQ1Mg.pdf,http://regnskaber.virk.dk/20498543/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2EwLzY3LzZmLzNhMTMtNDE3Ni1iNzc4LTA1NGYyZGExZjFjYg.xml,Danmark,DK,KÃ¸benhavn K,1092.0,10-12,Holmens Kanal,AllerÃ¸d,3450.0,23.0,Frederiksborgvej,3450 AllerÃ¸d,Frederiksborgvej 23,Regnskabsklasse B,2015-05-31,,,,34589402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul Nielsen-Hannerup,Danske Bank A/S,CB FORSIKRING ApS,Paul Hannerup,2025.0,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2156.0,Direktionen fravÃ¦lger revision for det kommende regnskabsÃ¥r,2156.0,20258187.0,Ingen bistand,urn:ofk:oid:5385420,indberetninger-20180424,2.5949402000000004,34589402.0,,2018-03-31T00:49:23.932Z,2015-05-31T19:58:02.032Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-72-KD,2015-05-31T19:58:02.171Z,,,,,,,,,,,,,,,Peter Nielsen-Hannerup
