entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
29446156,2016-01-01,2016-01-01,c15,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,1.0,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446156,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,3363.0,396000.0,421806.0,380.0,459456.0,596806.0,418443.0,218017.0,137350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446156,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,459456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446156,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,1.0,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,16225397.0,0.0,125000.0,29397.0,3776901.0,0.0,16196000.0,16225397.0,11999586.0,9890686.0,9890686.0,16196000.0,428937.0,29397.0,16196000.0,448910.0,448910.0,3651901.0,242690.0,330400.0,2108900.0,503242.0,569292.0,29397.0,34339.0,,
29446156,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,,,,,3651901.0,,,,,,,,,,,,,,,,,,,,,,
29446156,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,1.0,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,,,,,3776901.0,,,,,,,,,,,,,,,,,,,,,,
29446156,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
29446156,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,0.0,-1088145.0,355302.0,0.0,-794940.0,-1037590.0,355302.0,304747.0,-242650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446156,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91778750.0,Registreret Revisor Verner Freundlich Larsen
29446156,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzQ0L2RlLzUwL2UzOTctNDBiYy04YTQ2LWYzMGZlNGZkOGY1OQ.xhtml,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2YyLzZmLzk3LzEwYzktNGE1Yi1hYmZhLTdkMmJkYzVjMWYyYw.pdf,http://regnskaber.virk.dk/65164492/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzNkLzM0LzU2L2NiOTItNGUwYi1hMDI4LTVkMWZiMjE0ZTQ2MA.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Aalborg SÃ,9210.0,89.0,Gugvej,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Aalborg Lejligheder ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-12,2018-04-16,29446156.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Larsen,Mads Dahl,Mads Dahl,Handelsbanken A/S,Aalborg Lejligheder ApS,Verner Larsen,,Aalborg,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-01-12,Aalborg,"Selskabets ledelse har besluttet at fravÃ¦lge revision for det kommende regnskabsÃ¥r. Ledelsen erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318797,indberetninger-20180424,2.594826,29446156.0,AWLTx4Wdx8uVRSOdfxm7,2018-04-17T13:25:34.219Z,2018-04-17T13:24:47.893Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-29-HD,2018-04-17T13:24:48.144Z,,,,,-794940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
