entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
13214395,2012-10-01,2013-09-30,ID_10,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,14937.0,-11942.0,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,308.0,3769.0,-23839.0,-23419.0,-26879.0,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",420.0,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2012-10-01,2013-09-30,ID_12,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,0.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2012-10-01,2013-09-30,ID_14,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,23839.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2012-10-01,2013-09-30,ID_16,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,23839.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2013-09-30,2013-09-30,ID_18,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,723681.0,398303.0,125000.0,648529.0,31578.0,697214.0,26663.0,723682.0,26468.0,48489.0,75152.0,48489.0,26200.0,46889.0,26663.0,0.0,572214.0,268.0,26468.0,250226.0,171760.0,,,
13214395,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2013-10-01,2014-09-30,ID_11,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,-100000.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2013-10-01,2014-09-30,ID_13,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,97398.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
13214395,2013-10-01,2014-09-30,ID_15,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8vcGRmcy8xMzIxNDM5NTtBcFMxODExNTg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59341231/Y3ZyLmRrOi8veGJybHMvWC0xMTlDQTIxOS0yMDE1MDIyMF8xMDI3NTRfNjA3.xml,"Kastrup, 2770",TÃ¸mmerup 75,Til den daglige ledelse i C.D.E. Danish Marine Design ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-02-06,1989-06-01,2015-02-06,,,13214395.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for C.D.E. Danish Marine Design ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Thuge Olsen,C.D.E. Danish Marine Design ApS,Revisionsfirmaet Gutfelt A/S,,,-2602.0,,,2014-09-30,2013-10-01,2015-02-06,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10447098,indberetninger-20180424,2.5097342,13214395.0,,2018-03-30T11:49:26.958Z,2015-02-20T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-370.768,2015-02-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
