entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25222679,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-24984.0,25222679.0,1013665741.0,6048.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,290612.0,260276.0,Viborg,2015-07-01,2016-06-30,-37272.0,-49272.0,-24984.0,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,-12000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,,,,,,,,,,,,,,,,,,,
25222679,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,120000.0,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,,,,,,,,,,,,,,,,,,,
25222679,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,,,,,,,,,,,,,,,,,,,
25222679,2015-07-01,2016-06-30,c9,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,-157272.0,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,,,,,,,,,,,,,,,,,,,
25222679,2016-06-30,2016-06-30,c11,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,6126487.0,1291776.0,125000.0,5492123.0,12000.0,5852822.0,6126487.0,273665.0,634364.0,634364.0,634364.0,4126366.0,61981.0,120000.0,0.0,5607822.0,4126366.0,273665.0,273665.0,73981.0,0.0,,,
25222679,2016-07-01,2016-07-01,c12,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,
25222679,2016-07-01,2016-07-01,c13,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,5607822.0,,,,,,,,,,,,,,,,,,
25222679,2016-07-01,2016-07-01,c14,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,120000.0,,,,,,,,,,,,,,,,,,
25222679,2016-07-01,2016-07-01,c15,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25222679.0,1013665741.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,,,Viborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,5852822.0,,,,,,,,,,,,,,,,,,
25222679,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4L2EyLzQ0L2MwNzQtNGJmMy04ZDFkLTI1MGIzNmE1OTUyZA.xhtml,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzhlLzIwL2FkLzY4YzQtNGEyMy04MDY3LWIwMWM5NWFmYzRkOA.pdf,http://regnskaber.virk.dk/97622252/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzUyL2M3L2JiL2ZhZTYtNDAzOC04NzQ0LTgxMDNkNjg1ZmRlMQ.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,46.0,SÃ¸nderkÃ¦r,8620  Kjellerup,"SÃ¸ndergade 1,2. sal",Til den daglige ledelse i B.R. Holding Viborg ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-13,2017-09-28,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Koncernens selskaber hÃ¦fter ubegrÃ¦nset og solidarisk for selskabsskatten af koncernens sambeskattede indkomst.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-28172.0,25222679.0,1013665741.0,2626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Herluf BÃ¸gh Jakobsen,Herluf BÃ¸gh Jakobsen,B.R. HOLDING VIBORG ApS,Revisionsaktieselskabet Ib Rohde,137101.0,389036.0,Viborg,2015-07-01,2016-06-30,177363.0,226389.0,-28172.0,2017-06-30,2016-07-01,false,false,2017-09-13,Kjellerup,49026.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539051,indberetninger-20180424,2.594777,25222679.0,,2018-03-27T17:22:00.759Z,2017-09-28T08:17:22.815Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-41-UL,2017-09-28T08:17:23.025Z,,,,,,,,,,,,,,,,,,,,,,120000.0,,
