entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfAccountingPolicies,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermMortgageDebt,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
26810353,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",1841527.0,2095592.0,26810353.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,47921.0,32586.0,Hvidovre,2016-10-01,2017-09-30,185016.0,238730.0,254065.0,0.0,2018-09-30,2017-10-01,2095592.0,false,false,53714.0,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,0.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,0.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2016-10-01,2017-09-30,c8,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,185016.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2017-09-30,2017-09-30,c10,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,1978086.0,605199.0,0.0,125000.0,1978086.0,1136912.0,0.0,0.0,0.0,736810.0,0.0,1978086.0,841174.0,0.0,0.0,0.0,0.0,53714.0,0.0,736810.0,0.0,0.0,0.0,0.0,553644.0,0.0,0.0,0.0,0.0,0.0,0.0,1011912.0,0.0,0.0,841174.0,0.0,0.0,0.0,636077.0,0.0,0.0,53714.0,0.0,233816.0,636077.0
26810353,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",2695732.0,3089665.0,26810353.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,101576.0,119569.0,Hvidovre,2016-10-01,2017-09-30,321302.0,411926.0,393933.0,0.0,2018-09-30,2017-10-01,3089665.0,false,false,90624.0,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,0.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2017-10-01,2018-09-30,c5,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,0.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26810353,2017-10-01,2018-09-30,c7,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZlL2ExLzgzLzNkM2YtNGZkZC04YWI5LTk5MDJlNTE4ZDEyMA.xhtml,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M5L2UzL2I2LzgzOTAtNDNhYS04NWRkLTk3OThmMzYzYTZiOQ.pdf,http://regnskaber.virk.dk/35301862/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VlLzU1L2ZhLzlhMjEtNDE3OC1iMzcwLWI3MDRhYTg2YThlOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hvidovre,2650.0,44.0,Hammerholmen,2650 Hvidovre,Hammerholmen 44,Regnskabsklasse B,2019-01-11,2019-01-11,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapporten er aflagtÂ i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.</p>",,,26810353.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Shahid Munir,Shahid Munir,Danske Bank,FUTUREWARE ApS,Shahid Munir,,,Hvidovre,2016-10-01,2017-09-30,321302.0,,,0.0,2018-09-30,2017-10-01,,false,false,,31247700.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26557681,indberetninger-20180424,2.5924044,26810353,AWhG-Jm7et7j816DxtMx,2019-01-13T11:29:13.952Z,2019-01-13T11:28:43.032Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AD-03-VD,2019-01-13T11:28:43.204Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
