entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
70979616,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,500000.0,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-01-01,c735,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,978662.0,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,5740910.0,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-01-01,c744,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,1000000.0,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,192279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,1149319.0,12.0,194658.0,6317948.0,7063241.0,483729.0,60571.0,153760.0,479408.0,816088.0,418837.0,566059.0,1371044.0,550635.0,87096.0,221725.0,5511033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c474,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,-42960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c736,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,-42960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70979616,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzk0LzE0L2Y3Lzg2MmUtNGNhZS1iMjY5LWFhNWQ0NDVlZWEzYQ.pdf,http://regnskaber.virk.dk/61697907/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2JlLzE1L2U4L2U4MDUtNDBkNC1iYzQ5LWRjN2VjMDU0ZTU2ZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Roskilde,4000.0,65.0,Ãde Hastrup Vej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,,33780524.0,70979616.0,33780524.0,Ãrsrapport,Tina  Doktor,Michael Dalgaard,Peter Due,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Handelsbanken,Poda A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-04-21,Roskilde,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23774172,indberetninger-20180424,2.5097403999999996,70979616.0,,2018-03-27T17:11:36.273Z,2017-04-27T13:51:58.643Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-01-CW,2017-04-27T13:51:58.813Z,192279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
