entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,OtherSimilarRightsOriginatingFromDevelopmentProjects,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33574959,2014-06-16,2015-06-15,c3,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,14896.0,4162299.0,5840361.0,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,14267.0,1101753.0,KÃ¸benhavn,2014-06-16,2015-06-15,416867.0,547146.0,561413.0,2016-06-15,2015-06-16,false,false,130279.0,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2014-06-16,2015-06-15,c5,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,250000.0,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2014-06-16,2015-06-15,c8,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,166867.0,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2015-06-15,2015-06-15,c10,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,2092823.0,874820.0,80000.0,2077927.0,571370.0,14896.0,2092823.0,1521453.0,14896.0,615246.0,72000.0,14896.0,250000.0,241370.0,1521453.0,1203107.0,140129.0,766078.0,1131107.0,
33574959,2015-06-16,2016-06-15,c0,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,14896.0,4046369.0,7214727.0,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,16519.0,1044178.0,KÃ¸benhavn,2014-06-16,2015-06-15,1630260.0,2092765.0,2109284.0,2016-06-15,2015-06-16,false,false,462505.0,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2015-06-16,2016-06-15,c1,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,Kim Hother Paludan
33574959,2015-06-16,2016-06-15,c2,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,Jakob Munk Nielsen
33574959,2015-06-16,2016-06-15,c4,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,250000.0,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2015-06-16,2016-06-15,c6,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,1300000.0,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
33574959,2015-06-16,2016-06-15,c7,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2ZkLzIzL2E4LzExNWQtNDRkNC1hMDU1LTBhNmE2ZWEzNTQ3NA.xhtml,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzVlL2U3LzMxLzFhYmEtNGIzNi1hYThmLTI0ZmNhZWRjNDRhMQ.pdf,http://regnskaber.virk.dk/95947533/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzk4LzE0LzI0L2I3MDktNDUxMy1hMDI2LTU2Y2U1M2E2NDI2NA.xml,true,0900 KBH C,KÃ¸benhavn K,1263.0,48.0,Esplanaden,2200 KBH N,"Jesper Brochmandsgade 2, 4TH",Regnskabsklasse B,2016-11-14,2016-11-14,,,,33574959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jakob Munk Nielsen,Nordea,VOXOGO ApS,Jakob Munk Nielsen,,,KÃ¸benhavn,2014-06-16,2015-06-15,80260.0,,,2016-06-15,2015-06-16,false,false,,78787778.0,false,false,Ingen bistand,urn:ofk:oid:23152806,indberetninger-20180424,2.59278,33574959.0,,2018-03-28T21:10:47.682Z,2016-11-14T21:49:42.233Z,regnskab,0.0,,2016-06-15,2015-06-16,X16-BG-95-VT,2016-11-14T21:49:42.398Z,,,,,,,,,,,,,,,,,,,,
