entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
16981230,2016-05-01,2017-04-30,c174,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,42988.0,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,30543.0,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,-369880.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,30078.0,661244.0,Herning,2016-05-01,2017-04-30,187755.0,230743.0,-400423.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,42988.0,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2016-05-01,2017-04-30,c177,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,689000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2016-05-01,2017-04-30,c195,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,-501245.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2017-04-30,2017-04-30,c172,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,11823282.0,880197.0,225000.0,11060589.0,11823282.0,762693.0,426059.0,426059.0,426059.0,6971932.0,719705.0,689000.0,10146589.0,6971932.0,762693.0,3545094.0,3483951.0,42988.0,61143.0,,,,
16981230,2017-05-01,2017-05-01,c226,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,225000.0,,,,,,,,,,,,,,,,,,,
16981230,2017-05-01,2017-05-01,c253,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,10146589.0,,,,,,,,,,,,,,,,,,,
16981230,2017-05-01,2017-05-01,c257,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,689000.0,,,,,,,,,,,,,,,,,,,
16981230,2017-05-01,2017-05-01,c564,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,-2622312.0,3048371.0,,
16981230,2017-05-01,2018-04-30,c173,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,21285.0,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,24962.0,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,-184481.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,27144.0,148893.0,Herning,2016-05-01,2017-04-30,-108979.0,-87694.0,-209443.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,21285.0,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
16981230,2017-05-01,2018-04-30,c176,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzBhLzAzLzg0L2Y1YmQtNGUxZC05NjNmLTc0MzNlNjQyMzMxYw.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwLzhjLzg4LzU5NWYtNDUzMS1iYmM1LTM2ZmZhMDVhMGRlYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-07-03,1993-05-18,2018-07-03,Statsautoriseret revisor,-689000.0,,20222670.0,16981230.0,20222670.0,mne9581,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Sebbie Wear Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2016-05-01,2017-04-30,705000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-04-30,2017-05-01,-184481.0,true,2018-07-03,Herning,,urn:ofk:oid:25959111,indberetninger-20180424,2.5097417999999996,16981230.0,AWRlGwHh0wkEsASkuTqF,2018-07-04T11:43:57.557Z,2018-07-04T11:43:44.940Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AS-94-JX,2018-07-04T11:43:45.122Z,,,,,,,,,,,,,,,,,,,,,,,
