entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
16981230,2014-05-01,2015-04-30,c1,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,-142890.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,-429614.0,1555419.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-28633.0,-26049.0,1036.0,Herning,929269.0,1072159.0,-458247.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,-142890.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2014-05-01,2015-04-30,c10,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,665000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2014-05-01,2015-04-30,c30,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,264269.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2015-04-30,2015-04-30,c4,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,14538902.0,1429097.0,225000.0,14538902.0,6493.0,12796139.0,14538902.0,1742763.0,0.0,0.0,0.0,8124471.0,1077763.0,665000.0,12571139.0,8124471.0,1742763.0,4985334.0,4901350.0,77491.0,,,
16981230,2015-05-01,2015-05-01,c113,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,-1399097.0,1048371.0,
16981230,2015-05-01,2015-05-01,c137,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,225000.0,,,,,,,,,,,,,,,,,
16981230,2015-05-01,2015-05-01,c158,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,12571139.0,,,,,,,,,,,,,,,,,
16981230,2015-05-01,2016-04-30,c0,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,-6493.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,-853335.0,-330678.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-32002.0,-30945.0,148.0,Herning,-1253305.0,-1246812.0,-885337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,-6493.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
16981230,2015-05-01,2016-04-30,c114,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,
16981230,2015-05-01,2016-04-30,c159,,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzhjLzY0LzFkLzU2YTAtNDMwYi1iNzNlLTQ1NjJjMWE2ZTZhZA.pdf,http://regnskaber.virk.dk/03218961/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzMwL2IzL2YwL2Q4NWQtNDBmZi05OGNiLTZjOTg4YTAxNDUwZQ.xml,1.0,2000000.0,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,151.0,Gl. Landevej,Herning,7400.0,4.0,Kaj Munks Vej,7400 Herning,Dueoddevej 10,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Sebbie Wear Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-10-03,1993-05-18,2016-10-03,Statsautoriseret revisor,20222670.0,16981230.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for Sebbie Wear Holding ApS.,,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning K. Nielsen,Ole Hartung,Ole Hartung,Handelsbanken,"Advokataktieselskabet DAHL, Herning",Sebbie Wear Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,-1923305.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2016-04-30,2015-05-01,-853335.0,2016-10-03,Herning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23035401,indberetninger-20180424,2.5097342,16981230.0,,2018-03-28T15:46:20.182Z,2016-10-06T11:03:48.280Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-12-BH,2016-10-06T11:03:48.408Z,,,,,,,,,,,,,,,,,,,,,,,
