entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
31759129,2016-01-01,2016-01-01,c251,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,-118469.0,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,827003.0,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-01-01,c735,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,0.0,,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,759928.0,,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,110565.0,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c252,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,,0.0,181844.0,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,173940.0,,,-7984.0,181844.0,173860.0,-7984.0,-80.0,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c475,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,63375.0,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c736,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,63375.0,,,,,,,,,,,,,,,,,,,,,,
31759129,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk1L2RhLzgyLzRkNGYtNDI3OS04ZWRmLTQ1MzIzZWMxZmFhYg.pdf,http://regnskaber.virk.dk/92195713/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2EzLzg0Lzc3LzUwNTAtNGQxMi1hNWUyLWFhNGZkODFiNTM5MQ.xml,,Danmark,Hanstholm,7730.0,34.0,Bytorvet,Hanstholm,7730.0,9.0,Hamborgvej,"7730, Hanstholm","Bytorvet, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-30,2018-04-30,2018-05-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hanstholm@brandtrevision.dk,25492145.0,31759129.0,25492145.0,mne9515,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PS Holding, Hanstholm ApS.",Ãrsrapport,,Jens Kristian Yde,Per SÃ¸ndergaard,Per SÃ¸ndergaard,"BRANDT, Statsautoriseret Revisionspartnerselskab","PS Holding, Hanstholm ApS","BRANDT, Statsautoriseret Revisionspartnerselskab",Hanstholm,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Teksam ApS,Thisted Kommune,2017-12-31,2017-01-01,23.33,2018-04-30,Hanstholm,97 96 10 55,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25422208,indberetninger-20180424,2.5124277999999998,31759129.0,AWM61on2x8uVRSOdgUTK,2018-05-07T13:42:53.159Z,2018-05-07T13:42:04.077Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-84-NA,2018-05-07T13:42:04.220Z,,110565.0,,,,,,,,,,,,,,,,,,,,,,
