entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherLongtermPayables,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35142975,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,54245.0,1589894.0,2148915.0,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,7972.0,259000.0,618430.0,KÃ¸benhavn,2014-01-01,2014-12-31,-87152.0,-121626.0,-113654.0,2015-12-31,2015-01-01,false,false,-34474.0,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,
35142975,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,-87152.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,
35142975,2014-12-31,2014-12-31,c7,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,588811.0,80000.0,289119.0,113920.0,81760.0,-253478.0,217932.0,20000.0,588811.0,842289.0,81760.0,299692.0,304748.0,22056.0,217932.0,20000.0,-333478.0,120142.0,583289.0,65477.0,248190.0,92922.0,50.0,
35142975,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,-253478.0,,,,,,,,,,,,,,,,,,
35142975,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35142975,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,-333478.0,,,,,,,,,,,,,,,,,,
35142975,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,62268.0,1220915.0,2047855.0,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,21387.0,259000.0,659172.0,KÃ¸benhavn,2014-01-01,2014-12-31,71922.0,84113.0,105500.0,2015-12-31,2015-01-01,false,false,12191.0,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,
35142975,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,Andreas Mulinacci Due
35142975,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,71922.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,
35142975,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzQ3LzA5Lzg4L2JmMDYtNDA4Mi04NTFlLTM0ZTRiNjJiMzNmYQ.xhtml,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2Q0L2QwLzZhLzgxZGQtNDIzNi04ZWU5LTg2MWFmM2ZkZjU2OA.pdf,http://regnskaber.virk.dk/57924153/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzMxL2M3Lzg5Lzk0OTUtNDExMS1iYzkyLWJiZDcxZmY0NDg0MQ.xml,true,Ballerup,2750.0,"31, st",RugvÃ¦nget,2720 VanlÃ¸se,SkjulhÃ¸j AllÃ© 17-19,20929.0,Regnskabsklasse B,2016-06-14,2016-06-14,,,,35142975.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,259000.0,Peter Finne,TOSSE BAGERIVIRKSOMHED ApS,Kent SÃ¸rensen,,259000.0,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22691133,indberetninger-20180424,2.5927916,35142975.0,,2018-03-29T07:29:52.374Z,2016-06-14T13:15:33.093Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-92-UM,2016-06-14T13:15:33.320Z,,,,,,,,,,,,,,,,,,,,,,,,Peter Folmann Finne
