entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AcquiredPatents,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CostOfSales,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,ExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprises,InformationOnTypeOfSubmittedReport,Inventories,LandAndBuildings,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherOperatingIncome,OtherProvisions,PayablesToGroupEnterprises,PlaceOfSignatureOfStatement,PlantAndMachinery,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RawMaterialsAndConsumables,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,ShorttermDebtToBanks,ShorttermInvestments,ShorttermInvestmentsInAssociates,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,TypeOfAuditorAssistance,WorkInProgress,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,TaxPayables,TradePayables,ClassOfReportingEntity,NameAndSurnameOfMemberOfExecutiveBoard
34213798,2016-07-01,2017-06-30,ctx10,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2016-07-01,2017-06-30,ctx12,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2016-07-01,2017-06-30,ctx14,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,70676.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2016-07-01,2017-06-30,ctx6,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,70676.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,-303887.0,-1511925.0,1930336.0,-5820.0,3296.0,112000.0,114524.0,-41324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2016-07-01,2017-06-30,ctx8,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2017-06-30,2017-06-30,ctx16,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,1385749.0,353263.0,80000.0,1217357.0,15214.0,306871.0,161268.0,7124.0,7124.0,1385749.0,1027424.0,168392.0,919570.0,81250.0,161268.0,0.0,51454.0,51454.0,226871.0,0.0,1027424.0,864094.0,767630.0,77854.0,30000.0,,
34213798,2017-07-01,2018-06-30,ctx1,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,29177.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,-143056.0,-2185919.0,2384709.0,-3639.0,638.0,52733.0,55734.0,-23556.0,,,,,,,,,,,,,,,,,,,,,,,,,,Regnskabsklasse B,
34213798,2017-07-01,2018-06-30,ctx13,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,29177.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2017-07-01,2018-06-30,ctx2,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213798,2017-07-01,2018-06-30,ctx3,,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzc1L2JjLzU0LzE3ZjItNDExYS1hMjJhLTRmNjQ1YjVkZTcxMg.pdf,http://regnskaber.virk.dk/89731243/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRiLzlkLzdjLzBjMTAtNDQzZi04OGNlLWMzYjc4NGNmNTFkZA.xml,0.0,2100 KÃ¸benhavn Ã,"Ãrhusgade 88, 5. sal",2670 Greve,Ole Larsensvej 1,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Ledelsen anser, at betingelserne for fravalg af revision fortsat er opfyldt.",-224841.0,2018-11-20,2018-11-20,GÃ¦ldsforpligtelser,-1112591.0,34213798.0,33883889.0,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Advisor-Revision Statsautoriseret Revisionsanpartsselskab,XBRL Takeoff ApS,0.0,0.0,0.0,KÃ¸benhavn den 20. november 2018,0.0,2016-07-01,2017-06-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: KÃ¸benhavn,2018-06-30,2017-07-01,3267768.0,0.0,0.0,0.0,0.0,Ingen bistand,0.0,urn:ofk:oid:26325315,indberetninger-20180424,2.5097342,34213798.0,AWc1F7D15OzuYdPkGZoa,2018-11-21T07:07:42.544Z,2018-11-21T07:06:43.680Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DP-72-FQ,2018-11-21T07:06:43.853Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahn Thorup
