entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ProfitLossRelatedToInvestments,AdditionsToInvestments,DisposalsOfInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
31058465,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,421686.0,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,50000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,711535.0,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,250000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,232093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,191703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,187911.0,700000.0,700000.0,64128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,675835.0,,,,,-3950.0,-393350.0,187911.0,191703.0,5125.0,120562.0,115437.0,648452.0,-3950.0,-27383.0,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,443742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058465,2017-12-31,2017-12-31,c176,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,613389.0,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,50000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,,,,,,,,,,,,,,,663389.0,,,,,,,,,,,,,,,,,,,,,
31058465,2017-12-31,2017-12-31,c237,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,963574.0,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,250000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,,,,,,,,,,,,,,,1213574.0,,,,,,,,,,,,,,,,,,,,,
31058465,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzJkL2Q2L2UyL2Y4NjItNDQzOC1hNzNmLTA2MTJlZTU1Mzc1Yg.pdf,http://regnskaber.virk.dk/56485013/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg0LzMzLzM0LzAwODctNDdmYy04NzEwLWFiNWFlODkyYWNiNQ.xml,,Danmark,Skjern,6900.0,130.0,Ãstergade,Tarm,6880.0,6-10,Storegade,Skjern,6900.0,13 A,Bredgade,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2007-11-13,2019-05-09,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,36560509.0,31058465.0,36560509.0,mne34159,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for AOB Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob Hall,Allan OdderskjÃ¦r Berthelsen,Allan OdderskjÃ¦r Berthelsen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",RingkjÃ¸bing Landbobank,AOB Holding ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,A/S,2018-12-31,2018-01-01,2019-05-09,Skjern,88 81 11 88,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27110239,indberetninger-20180424,2.5097342,31058465.0,AWqckeCcRYGX6_YTHik8,2019-05-09T12:29:32.498Z,2019-05-09T12:29:26.624Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-87-HH,2019-05-09T12:29:26.821Z,,,,,,,,,,,,,,,,1876963.0,1999669.0,125000.0,122706.0,59434.0,262827.0,1999669.0,1736842.0,1213574.0,663389.0,1876963.0,1000710.0,1576963.0,-1439136.0,498081.0,1736842.0,238051.0,122706.0,63272.0,,,
