entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherShorttermReceivables,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
29313822,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,5250.0,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,100707.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,71939.0,95389.0,-5250.0,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,23450.0,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,5941.0,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,65998.0,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2018-06-30,2018-06-30,c9,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,1134084.0,8345.0,125000.0,809117.0,1119691.0,1134084.0,324967.0,324967.0,324967.0,74967.0,919724.0,800772.0,800772.0
29313822,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,5250.0,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,158090.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,154213.0,152794.0,-5250.0,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,-1419.0,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2018-07-01,2019-06-30,c1,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2018-07-01,2019-06-30,c3,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,108000.0,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2018-07-01,2019-06-30,c4,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,8090.0,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2018-07-01,2019-06-30,c6,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,38123.0,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,,,,,,,,,,,,,
29313822,2019-06-30,2019-06-30,c8,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2EzLzM2LzNiL2I1MzYtNGUwNS1iMjA4LTc1MjhhNGRlNzAxOQ.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzQwLzk0LzgyLzcwOTctNDQyZC1iMTViLWU3NDdlZTc4ZTg3MA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzA1LzM4L2Q2LzhiYjItNDI3MS1iZmU2LTRjNTIyY2I2NmI0Mg.xml,true,Danmark,DK,Aabenraa,6200.0,2.0,SkrÃ¦nten,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-03,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,14393.0,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,46.0,7218.0,2017-07-01,2018-06-30,,,,108000.0,2019-06-30,2018-07-01,68.0,false,14393.0,14393.0,,false,false,Ingen bistand,urn:ofk:oid:27884874,indberetninger-20180424,2.5948243,29313822.0,AW2RFDTyIXJRhhXBONkz,2019-10-03T10:05:19.049Z,2019-10-03T10:04:42.952Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-63-PG,2019-10-03T10:04:43.214Z,1273904.0,7623.0,125000.0,940847.0,1273904.0,1273904.0,333057.0,333057.0,333057.0,83057.0,957847.0,933224.0,926006.0
