entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherReserves,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
29313822,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,5739.0,Regnskabsklasse B,2017-11-15,0.0,29313822.0,121602.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,18.0,2015-07-01,2016-06-30,89877.0,115881.0,-5739.0,2017-06-30,2016-07-01,59.0,false,false,26004.0,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,-5656.0,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2015-07-01,2016-06-30,c8,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,95533.0,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2016-06-30,2016-06-30,c10,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,980404.0,1310.0,125000.0,675851.0,962296.0,980404.0,18108.0,304553.0,304553.0,304553.0,54553.0,13.0,0.0,782743.0,18108.0,674541.0,674541.0,18095.0
29313822,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,6452.0,Regnskabsklasse B,2017-11-15,0.0,29313822.0,89473.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,0.0,2015-07-01,2016-06-30,85456.0,82962.0,-6452.0,2017-06-30,2016-07-01,59.0,false,false,-2494.0,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,14473.0,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,70983.0,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,,,,,,,,,,,,,,,,,,
29313822,2017-06-30,2017-06-30,c9,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2M4LzYwLzkxL2FmMzItNDZhOC04MTAwLTNlZDdiNTMzOWY1MA.xhtml,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzYwLzNmLzBjLzQ4OTUtNDhjMC1iNWZkLWY4ZGFmZDI4MWEwMA.pdf,http://regnskaber.virk.dk/22831392/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzVlL2IxLzc5LzEzZjMtNDBhMC1hMzI3LTgxOWNmZTNiNTJkMg.xml,true,Danmark,DK,Kolding,6000.0,45.0,Madevej,RÃ¸dekro,6230.0,33.0,Egeparken,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-11-15,0.0,29313822.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nicolai Hoffmann,Nicolai Hoffmann,Jyske Bank,HOFFMANN INVEST ApS,Lene Bolvig,,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,59.0,false,false,,false,false,Ingen bistand,urn:ofk:oid:24698434,indberetninger-20180424,2.5927862999999998,29313822.0,,2018-03-27T17:31:57.951Z,2017-11-15T11:40:49.489Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-61-BU,2017-11-15T11:40:50.341Z,1062625.0,22663.0,125000.0,743599.0,1047752.0,1062625.0,14873.0,319026.0,319026.0,319026.0,69026.0,0.0,0.0,853726.0,14873.0,720936.0,720936.0,14873.0
