entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
14158111,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,59000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",-35000.0,2017-05-19,1977-08-26,2017-05-19,-1364000.0,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",-20238000.0,21781000.0,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,37000.0,15000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,-92000.0,31000.0,55000.0,16000.0,Juelsminde,2304000.0,2015-01-01,2015-12-31,94000.0,118000.0,179000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,613000.0,-24000.0,Formand,17321000.0,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,
14158111,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,94000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,
14158111,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,6379000.0,0.0,500000.0,45000.0,72000.0,1780000.0,4806000.0,6379000.0,4599000.0,4806000.0,39.0,4094000.0,86000.0,4806000.0,1280000.0,68000.0,4599000.0,3000.0,1573000.0,1370000.0,434000.0,,,,,
14158111,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,
14158111,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,1281000.0,,,,,,,,,,,,,,,,,,,,
14158111,2016-01-01,2016-01-01,c456,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,13415000.0,18220000.0,,,
14158111,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,41000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",-26000.0,2017-05-19,1977-08-26,2017-05-19,-1491000.0,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",-21077000.0,22674000.0,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,8000.0,1000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,-33000.0,14000.0,25000.0,13000.0,Juelsminde,2370000.0,2015-01-01,2015-12-31,72000.0,87000.0,106000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,687000.0,-15000.0,Formand,18020000.0,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
14158111,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,72000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,
14158111,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,72000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,
14158111,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q1L2FhLzdjLzZiYTgtNDViYS1iYWE3LTFlYWM4MDkyMzUzOA.pdf,http://regnskaber.virk.dk/11185141/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzYyLzllLzYwLzJlZDItNDBjMC1hMWU1LThjMmZlZTEyZTNiZA.xml,true,2219000.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,7130 Juelsminde,Palsgaardvej 10,Til kapitalejeren i Nexus A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-19,1977-08-26,2017-05-19,,1491000.0,Statsautoriseret revisor,"HÃ¦ftelse i sambeskatningen Selskabet hÃ¦fter solidarisk sammen med moderselskabet og de Ã¸vrige selskaber i den sambeskattede koncern for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst fremgÃ¥r af Ã¥rsrapporten for Palsgaard Gods A/S, der er administrationsselskab for sambeskatningen.",,,20222670.0,14158111.0,14158111.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Nexus A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Maiken Lorensen,Claus Hviid Christensen,Nexus A/S,Nexus A/S,,,,,Juelsminde,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedensted,2016-12-31,2016-01-01,true,2017-05-19,Vejle,,,Formand,,urn:ofk:oid:23936924,indberetninger-20180424,2.5118417999999996,14158111.0,,2018-03-28T07:29:58.593Z,2017-05-24T11:46:49.460Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-00-JH,2017-05-24T11:46:49.708Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
