entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
18630583,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,-13554.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,110848.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,97294.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,-97294.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,69433.0,360000.0,311867.0,88554.0,123976.0,42128.0,-110860.0,-117566.0,-13566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2014-12-31,2014-12-31,ID_16,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,6177975.0,202035.0,400000.0,1443640.0,18982.0,1784836.0,10078.0,87784.0,4084045.0,6177975.0,3746912.0,640212.0,343200.0,87784.0,4734335.0,640212.0,343200.0,1014175.0,274881.0,4094123.0,646227.0,646227.0,633549.0,751287.0,1014175.0,3403712.0,3084181.0,139646.0,29881.0,44650.0,90783.0,,
18630583,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,-76997.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,-91786.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2IyLzgyLzhmL2ExMmQtNDdiOS05NjQzLWNkZTdkYTA1YmQzNQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzI2LzIyLzMyL2FhNTUtNGM2ZC1hMDljLTM2Yzc3NzJjYmZhMQ.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-06-08,1995-06-20,2016-06-15,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for T.C. Automobiler ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 8. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2015-12-31,2015-01-01,2016-06-08,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22705586,indberetninger-20180424,2.5097417999999996,18630583.0,,2018-03-29T08:50:47.368Z,2016-06-16T06:17:42.809Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-69-EW,2016-06-16T06:17:43.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
