entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
18630583,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,107341.0,236437.0,281955.0,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,100000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",135320.0,235838.0,Farum,2017-01-01,2017-12-31,87221.0,138695.0,-61823.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,51474.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,87221.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2017-12-31,2017-12-31,ID_7,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,5534987.0,385235.0,400000.0,1678071.0,19902.0,1129857.0,3263.0,18136.0,3844653.0,5534987.0,3877322.0,9000.0,343200.0,18136.0,3856916.0,9000.0,343200.0,1177094.0,454925.0,0.0,3847916.0,527808.0,527808.0,729857.0,1177094.0,3534122.0,3047864.0,97606.0,4506.0,31333.0,73198.0,,
18630583,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,107197.0,240000.0,48666.0,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,80000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",275759.0,23030.0,Farum,2017-01-01,2017-12-31,-380771.0,-471260.0,-298531.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,-90489.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,-380771.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630583,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annette  Christiansen,DirektÃ¸r
18630583,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2U2L2YxL2I2Lzc2ZmMtNGM2Ny1iMjU2LTQ0YzU4MzI5ZWRhZQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzVmLzUyLzZhLzY1ZDktNGU5My05MjRjLTBjODVmOTQ4YWI3MQ.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til den daglige ledelse i T.C. Automobiler ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-29,2019-05-29,1995-06-20,2019-06-12,,,,16563579.0,18630583.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for T.C. Automobiler ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth  Wyrwik,Annette Christiansen,WYRWIK,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab",,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2018-12-31,2018-01-01,false,2019-05-29,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27500807,indberetninger-20180424,2.5117178,18630583.0,AWtVdXOiGQc-fA3G3JqX,2019-06-14T10:08:15.975Z,2019-06-14T10:08:08.413Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-48-UN,2019-06-14T10:08:08.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
