entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
18630583,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_2,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,Annette  Christiansen,DirektÃ¸r
18630583,2014-01-01,2014-12-31,ID_3,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,Torben Christiansen,DirektÃ¸r
18630583,2014-01-01,2014-12-31,ID_4,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
18630583,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2RjLzk2L2JkL2I4ZDQtNDkwZi05NjcxLTE2N2I1N2FhMjNiOQ.pdf,http://regnskaber.virk.dk/38503681/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzhjLzA3L2Y4LzM5YmItNDYwYi04OWVhLTEzZmEzN2E5YjQ5OA.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i T.C. Automobiler ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-12,1995-06-20,2015-06-15,0.0,18630583.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for T.C. Automobiler ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Annette Christiansen,T.C. Automobiler ApS,"WYRWIK  , Statsautoriseret Revisionsanpartsselskab","Farum, den 12. juni 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"207, FuresÃ¸ (Farum)",2014-12-31,2014-01-01,2015-06-12,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5561115,indberetninger-20180424,2.5118417999999996,18630583.0,,2018-03-30T22:56:43.221Z,2015-06-19T12:53:20.811Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-97-QY,2015-06-19T12:53:20.851Z,,
