entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
31858739,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,2535161.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,2574007.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,-6500.0,1433046.0,66.0,1445016.0,2871496.0,-6500.0,297489.0,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,105800.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,-66954.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2017-12-31,2017-12-31,c12,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,21000674.0,121914.0,125000.0,20704694.0,20748356.0,21000674.0,252318.0,295980.0,295980.0,295980.0,18959728.0,105800.0,170980.0,20346576.0,18959728.0,252318.0,245880.0,188.0,1623052.0,1500000.0,0.0,123052.0,6250.0,,
31858739,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,252141.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,-6250.0,1128282.0,2227798.0,1110759.0,4993.0,-6250.0,-247148.0,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26306175.0,FKS Revision Registreret revisionsvirksomhed
31858739,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26306175.0,FKS Revision Registreret revisionsvirksomhed
31858739,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZmL2UzL2Y0L2RiNzMtNDdlNS04OTIwLWFkMzMyY2NhMDEzZg.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxLzU5L2YyLzkzZWItNGY1ZS05NzRmLTE0NmVmZWE3YjQ3OA.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzdiLzE5L2Q3LzVmNWUtNDdmZS1hOWY0LWY4OTJmODJlYTg3Yg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,"BlÃ¥byvej, 13",Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-23,2019-02-01,Registreret revisor,31858739.0,mne15619,1008757646.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Kehlet Schou HD,ÃrbÃ¦k,2017-01-01,2017-12-31,108000.0,2018-12-31,2018-01-01,false,false,2019-01-23,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631998,indberetninger-20180424,2.59279,31858739.0,AWipgE6Het7j816D369N,2019-02-01T14:40:08.891Z,2019-02-01T14:39:44.103Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AF-43-QX,2019-02-01T14:39:44.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
