entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,ProposedDividend,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
31858739,2014-01-01,2014-12-31,c11,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,2284374.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,2329158.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,-6046.0,1344984.0,233.0,1309884.0,2648589.0,-6046.0,319431.0,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,0.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,99800.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,-55016.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2014-12-31,2014-12-31,c13,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,14985047.0,1010240.0,125000.0,14635765.0,14559481.0,14985047.0,425566.0,349282.0,349282.0,349282.0,11874420.0,99800.0,0.0,224282.0,14210199.0,11874420.0,425566.0,335.0,1751105.0,1400000.0,351105.0,319431.0,6000.0,,
31858739,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,1825992.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,-6048.0,1034647.0,0.0,1040477.0,2069076.0,-6048.0,243084.0,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26306175.0,FKS Revsion
31858739,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,1690145.0,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858739,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzkyL2EzL2MxLzI3ZTQtNGIwNS1hZTBlLWNhNjk0ZWQzMmQ3Mw.xhtml,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2U2LzRkL2RiLzZmNTktNDFkNS1hYzRhLWQ5ZjVkYTFlOWU1Yw.pdf,http://regnskaber.virk.dk/93785813/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQ4LzQxLzEyLzdjYWUtNGRjNC1hZTc4LTNjYjg2MjUyY2MzNA.xml,Danmark,DK,Svendborg,13.0,BlÃ¥byvej,ÃrbÃ¦k,5853.0,23.0,Sentvedvej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Orsnes Patent Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-22,2016-01-26,Registreret revisor,31858739.0,1008757646.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn Kehlet Schou HD,Jette Ãrsnes,Jette Kingo Ãrsnes,ORSNES PATENT HOLDING ApS,Finn Schou,ÃrbÃ¦k,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-01-22,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet fortsat ikke skal revideres for det kommende regnskabsÃ¥r.",false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928265,indberetninger-20180424,2.594777,31858739.0,,2018-03-28T17:21:34.925Z,2016-01-26T18:40:48.795Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-95-RV,2016-01-26T18:40:48.976Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
