entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
29535523,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,64684.0,Registreret revisor,2713758.0,-163440.0,2628319.0,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,18036.0,4719.0,Helsinge,2012-07-01,2013-06-30,-133370.0,-163440.0,-150123.0,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,-30070.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2012-07-01,2013-06-30,c5,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,0.0,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2012-07-01,2013-06-30,c7,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,-133370.0,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2013-06-30,2013-06-30,c9,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,1990971.0,112667.0,323280.0,125000.0,1846589.0,150000.0,139048.0,781741.0,144382.0,400050.0,1990971.0,1209230.0,144382.0,317275.0,144382.0,0.0,400050.0,656741.0,213017.0,1209230.0,288960.0,1333872.0,389978.0,721544.0,
29535523,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,76705.0,Registreret revisor,2552285.0,267188.0,2905494.0,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,18010.0,8694.0,Helsinge,2012-07-01,2013-06-30,207688.0,267188.0,276504.0,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,59500.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,NÃRREVISION A/S
29535523,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,98400.0,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,109288.0,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29535523,2014-06-30,2014-06-30,c8,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8vcGRmcy8yOTUzNTUyMztBcFMzNzM0NDM7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/32553592/Y3ZyLmRrOi8veGJybHMvWC1DRjg2MDJBNi0yMDE0MTEyNl8xMTEzMDJfMDg2.xml,Danmark,DK,FrederiksvÃ¦rk,3300.0,1A,NÃ¸rregade,3200 Helsinge,7.0,Ãstergade,Helsinge,3200.0,4.0,MÃ¸llebakken,3300 FrederiksvÃ¦rk,"NÃ¸rregade 1, 1. th",Til den daglige ledelse i AN Metalfacader ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,,Registreret revisor,,,,17524305.0,29535523.0,1001305408.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Stig Skovly,Allan Nielsen,Allan Nielsen,Nordea Bank,AN METALFACADER ApS,Stig Skovly,,,Helsinge,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-25,FrederiksvÃ¦rk,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17591620,indberetninger-20180424,2.5118406,29535523.0,,2018-03-31T23:55:03.456Z,2014-11-26T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-286.743,2014-11-26T23:00:00.000Z,2343499.0,116873.0,912658.0,125000.0,2237842.0,90500.0,187721.0,891029.0,105657.0,454886.0,2343499.0,1452470.0,105657.0,552036.0,105657.0,98400.0,454886.0,766029.0,58032.0,1452470.0,218442.0,1666083.0,525560.0,475204.0,
