entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
27397344,2016-05-01,2017-04-30,c2,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,17880.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,595903.0,790013.0,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,41.0,Aabenraa,2016-05-01,2017-04-30,153375.0,176189.0,176230.0,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",22814.0,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,,,,,,,,,,,,,,,,,
27397344,2016-05-01,2017-04-30,c4,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,0.0,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,,,,,,,,,,,,,,,,,
27397344,2016-05-01,2017-04-30,c6,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,153375.0,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,,,,,,,,,,,,,,,,,
27397344,2017-04-30,2017-04-30,c8,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,648540.0,221330.0,125000.0,612782.0,0.0,0.0,26400.0,416148.0,35758.0,129141.0,648540.0,232392.0,26400.0,129141.0,35758.0,208436.0,64144.0,35758.0,0.0,291148.0,232392.0,262311.0,171767.0,23956.0
27397344,2017-05-01,2017-05-01,c10,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,291148.0,,,,,,,,,,,,,,,,
27397344,2017-05-01,2017-05-01,c11,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,0.0,,,,,,,,,,,,,,,,
27397344,2017-05-01,2017-05-01,c12,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,416148.0,,,,,,,,,,,,,,,,
27397344,2017-05-01,2017-05-01,c9,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,125000.0,,,,,,,,,,,,,,,,
27397344,2017-05-01,2018-04-30,c0,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,17880.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,656267.0,633215.0,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,45.0,Aabenraa,2016-05-01,2017-04-30,-23112.0,-40977.0,-40932.0,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",-17865.0,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,,,,,,,,,,,,,,,,,
27397344,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhjLzEyL2UwLzQ5MjQtNGVhNy1iYjUyLTM0ZmUyNzRmNGVjZg.xhtml,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzJhL2Q0LzZlLzQ0ODItNDUxNy05NWRlLWExODVkOTNiZjg2ZQ.pdf,http://regnskaber.virk.dk/44379372/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzQxLzVhL2VmLzE2ZWMtNDgwMi04MDBiLTMzZjAzMGJhNzQwNw.xml,true,Aabenraa,6200.0,599.0,VarnÃ¦svej,6230 RÃ¸dekro,GrÃ¸nningen 54,Regnskabsklasse B,2018-09-24,2018-09-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet medÂ Advanced Tooling Solutions ApS som adminitrationsselskab og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat samt for kildeskat pÃ¥ renter, royalties og udbytter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. april 2018.</p>",jens.groenbaek@advancedtooling.dk,,,27397344.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jens GrÃ¸nbÃ¦k,Jens GrÃ¸nbÃ¦k,VARNÃSVEJ 599 ApS,Mads Holger LÃ¸ve Christensen,,Aabenraa,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. siden stiftelsen.</p>",,20102772.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26149769,indberetninger-20180424,2.5926367999999997,27397344.0,AWYa_VEm5OzuYdPkEw23,2018-09-27T12:25:40.103Z,2018-09-27T12:24:58.323Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-82-SK,2018-09-27T12:24:58.537Z,,,,,,,,,,,,,,,,,,,,,,,,
