entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,NameAndSurnameOfMemberOfSupervisoryBoard
30499433,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,39020.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,3927.0,-11.0,Storvorde,2013-10-01,2014-09-30,-24431.0,-24431.0,-20504.0,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
30499433,2013-10-01,2014-09-30,c8,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,-24431.0,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
30499433,2014-09-30,2014-09-30,c10,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,31554.0,21554.0,500000.0,21554.0,-365821.0,31554.0,397375.0,115000.0,397375.0,10000.0,282375.0,10000.0,10000.0,-865821.0,
30499433,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,3160.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,-2297.0,-11.0,Storvorde,2013-10-01,2014-09-30,-874.0,-874.0,-3160.0,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
30499433,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
30499433,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,Kresten Klausen SÃ¸ndergaard
30499433,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,Michael Dam Madsen
30499433,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,SÃ¸ren Klausen SÃ¸ndergaard
30499433,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
30499433,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q5LzE3L2QxLzQ3NzEtNGQwOS1iYjFjLTllMmI1YzRlOTZhYw.xhtml,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzAzLzQ5LzU3L2E1OTUtNGM4Ni1hMjAzLTdkOGM1YTFkNzRjZg.pdf,http://regnskaber.virk.dk/33499403/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzY2L2QwL2ZhL2VmNDEtNDJmNi1hMjJjLTIzZTA1ZjRkOTA3Nw.xml,DK,9000 Aalborg,Storvorde,9280.0,35.0,Randbyvej,9260 Gistrup,Vaarst skolevej 5,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-25,2016-03-04,Registreret revisor,96342301.0,18516.0,76647518.0,30499433.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Kresten Klausen SÃ¸ndergaard,Kresten Klausen SÃ¸ndergaard,"Revisionsanpartsselskabet, Erling G. Jensen",Jyske Bank A/S,IBIZ DENMARK A/S,Casper Larsen,,-11.0,Storvorde,2013-10-01,2014-09-30,4701.0,,,2015-09-30,2014-10-01,2016-02-25,storvorde,0.0,96342300.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22073050,indberetninger-20180424,2.5947857000000005,30499433.0,,2018-03-29T01:58:17.160Z,2016-03-07T19:30:42.419Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-79-XZ,2016-03-07T19:30:42.555Z,,,,,,,,,,,,,,,
