entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,IncreaseOfCapital
31423341,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",67123.0,Regnskabsklasse B,73506.0,2017-05-31,2017-05-31,-2000000.0,-1153725.0,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,144494.0,3972904.0,KÃ¸benhavn,2015-01-01,2015-12-31,2599192.0,2607562.0,-1220848.0,2016-12-31,2016-01-01,919781.0,false,false,8370.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,
31423341,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,2599192.0,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,
31423341,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,6396307.0,351571.0,16756.0,396307.0,-1497692.0,6000000.0,6396307.0,7893999.0,6000000.0,38722.0,6000000.0,-1514448.0,6000000.0,7893999.0,1838598.0,44736.0,16679.0,44736.0,
31423341,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,16756.0,,,,,,,,,,,,,,
31423341,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,-1514448.0,,,,,,,,,,,,,,
31423341,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,-1497692.0,,,,,,,,,,,,,,
31423341,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",84276.0,Regnskabsklasse B,96965.0,2017-05-31,2017-05-31,4873817.0,5693303.0,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,4949765.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,675941.0,659262.0,5609027.0,2016-12-31,2016-01-01,916451.0,false,false,-16679.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,1647000.0
31423341,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,
31423341,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,16756.0
31423341,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2IxLzU1LzRmLzU3MWYtNGVjNi1iNzJhLWRlOTVlYjEwYmJjYg.xhtml,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzA0L2YxL2NiLzExY2EtNDVhYy1hM2FlLTVjYTVkNTU1MDRhZA.pdf,http://regnskaber.virk.dk/14332413/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2I4L2NkLzJmLzgxZWYtNDI0Ny05MTkyLWQ5MTgyNjMxMjVmYg.xml,true,KÃ¸benhavn K,1304.0,"12, 3",Adelgade,1304 KÃ¸benhavn K,"Adelgade 12, 3.",,Regnskabsklasse B,,2017-05-31,2017-05-31,,,31423341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Frank Hansen,Frank Hansen,VP FRANKFURT II-A ApS,Camilla Sindahl Hougaard,,,KÃ¸benhavn,2015-01-01,2015-12-31,675941.0,,,2016-12-31,2016-01-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24016039,indberetninger-20180424,2.59279,31423341.0,,2018-03-28T15:13:10.242Z,2017-05-31T15:20:56.230Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-TW,2017-05-31T15:20:56.498Z,,,,,,,,,,,,,,,,,,,1630244.0
