entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,RevaluationReserve,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31170656,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-135258.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-277016.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,102600.0,368854.0,-451033.0,95658.0,4069.0,-276368.0,266254.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,412274.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2017-06-30,2017-06-30,ID_5,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,3069651.0,125000.0,152576.0,279513.0,1333560.0,3069651.0,2790138.0,331462.0,1439802.0,149937.0,1289865.0,729852.0,398390.0,0.0,2917075.0,85021.0,143713.0,1477273.0,65854.0,-755300.0,105910.0,738049.0,198501.0,2060286.0,335178.0,1441586.0,152576.0,112576.0,0.0,40000.0,0.0,
31170656,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,132508.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,82377.0,302876.0,20995.0,100051.0,4616.0,146059.0,220499.0,13551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-47441.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stig  Rolsted Pedersen
31170656,2017-07-01,2018-06-30,ID_4,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzNlL2E4LzIwL2VkODItNGI2Mi05NTM2LTRiNjg1MjI5OTY2Mw.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNiL2M1LzgxL2FhMTctNGI4OC1hZTI0LTViMmI0Y2I4Yzg4ZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-12,2018-11-12,2018-11-12,35050469.0,31170656.0,35050469.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Rolsted Holding ApS.,Ãrsrapport,JÃ¸rn Christensen,Stig Pedersen,AC Revision ApS,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2018-06-30,2017-07-01,false,2018-11-12,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26411311,indberetninger-20180424,2.5118417999999996,31170656.0,AWd0lXFqet7j816DxRzJ,2018-12-03T15:01:13.832Z,2018-12-03T15:00:06.606Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-61-QS,2018-12-03T15:00:06.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
