entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,RevaluationReserve,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
31170656,2013-07-01,2014-06-30,ID_11,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",44043.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2013-07-01,2014-06-30,ID_13,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",398893.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2013-07-01,2014-06-30,ID_15,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",442936.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2013-07-01,2014-06-30,ID_9,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",-442936.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,307785.0,250790.0,-161275.0,148371.0,3025.0,107382.0,-470998.0,-164377.0,-28062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2014-06-30,2014-06-30,ID_17,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,3892865.0,125000.0,79035.0,2500.0,1236916.0,840075.0,3892865.0,2655949.0,80507.0,2388849.0,234559.0,2154290.0,579375.0,498868.0,3813830.0,-3234.0,584906.0,1424981.0,969621.0,-701664.0,105910.0,738049.0,210077.0,2076574.0,1136076.0,623249.0,79035.0,76535.0,110406.0,
31170656,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2014-07-01,2015-06-30,ID_10,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",9421.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2014-07-01,2015-06-30,ID_12,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",71019.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170656,2014-07-01,2015-06-30,ID_14,,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzMzL2IzL2QyLzIyZTQtNGNjZi1hMTY2LTA1ZDU1YmIxZjRmNg.pdf,http://regnskaber.virk.dk/65607113/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2M2L2NiL2I3L2QxMDgtNDgyMC04YTM2LTA2ODI5Njk4MmYyMA.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted Holding ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-11-11,2015-11-11,31170656.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rolsted Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Rolsted Holding ApS for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Christiansen,Lollands Bank,Rolsted Holding ApS,AC Revision ApS,"Nakskov, den 11. november 2015",80440.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"360, Lolland",2015-06-30,2014-07-01,2015-11-11,Nakskov,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21665531,indberetninger-20180424,2.5118417999999996,31170656.0,,2018-03-30T15:47:19.175Z,2015-11-26T13:02:07.639Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-41-PJ,2015-11-26T13:02:07.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
