entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,DividendPaid
35408088,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,-5775.0,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",7109.0,HumlebÃ¦k,2017-01-01,2017-12-31,-10078.0,-12884.0,-5775.0,2018-12-31,2018-01-01,true,-2806.0,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,,,,,,,,,,,,,
35408088,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,-10078.0,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,,,,,,,,,,,,,
35408088,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,767912.0,138472.0,80000.0,155719.0,446355.0,767912.0,321557.0,612193.0,612193.0,612193.0,321557.0,14796.0,366355.0,321557.0,17247.0,2451.0,
35408088,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,446355.0,,,,,,,,,,,,
35408088,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,80000.0,,,,,,,,,,,,
35408088,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,366355.0,,,,,,,,,,,,
35408088,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,0.0,,,,,,,,,,,,
35408088,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,-7292.0,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",-41.0,HumlebÃ¦k,2017-01-01,2017-12-31,-5731.0,-7333.0,-7292.0,2018-12-31,2018-01-01,true,-1602.0,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,,,,,,,,,,,,,0.0
35408088,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,,,,,,,,,,,,,
35408088,2018-01-01,2018-12-31,c11,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzg4L2EzLzZjL2IyODQtNDFlZS05NGY1LWVhYTNlN2YwY2UwNg.xhtml,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2E5LzFlL2VjLzFjOWMtNDVhNy04MTJmLTM0YjRmOTVhMDUwMg.pdf,http://regnskaber.virk.dk/88080453/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzFiLzUzLzJhLzg1OTAtNGQ3OS1iODQwLTkwOThlMDI4ZTAwZQ.xml,true,HumlebÃ¦k,3050.0,509.0,BakkegÃ¥rdsvej,2610 RÃ¸dovre,NÃ¸rregÃ¥rdsvej 219,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-24,2019-05-26,,35408088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Charlotte Hartvig Bergmann,Charlotte Hartvig Bergmann,Charlotte Hartvig Holding ApS,"SC Plus ApS, SÃ¸ren Christensen",,HumlebÃ¦k,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,true,,28920919.0,false,false,Ingen bistand,urn:ofk:oid:27251707,indberetninger-20180424,2.59278,35408088.0,AWr5gT2ERYGX6_YTIEp4,2019-05-27T13:36:11.447Z,2019-05-27T13:35:56.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-71-NF,2019-05-27T13:35:57.294Z,,,,,,,,,,,,,,,,,0.0
