entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameOfAuditFirm
25559282,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,-29586.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,-77322.0,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,-51404.0,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,469616.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,236.0,Aalborg,311540.0,418448.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,-106908.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,
25559282,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,-488460.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,
25559282,2014-01-01,2014-12-31,c6,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,300000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,
25559282,2014-01-01,2014-12-31,c8,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,500000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,
25559282,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,4275153.0,204126.0,125000.0,4275153.0,4232553.0,4275153.0,42600.0,4071027.0,38001.0,300000.0,3807553.0,4071027.0,42600.0,4599.0,
25559282,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,125000.0,,,,,,,,,,
25559282,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,3807553.0,,,,,,,,,,
25559282,2015-01-01,2015-01-01,c161,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,300000.0,,,,,,,,,,
25559282,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,-72945.0,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,-38939.0,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,348518.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,-432.0,246.0,Aalborg,236448.0,309393.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,-72945.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
25559282,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzFkL2Y5LzBhL2UyNjUtNGI0Yy05YmZkLWUwMDJhOGEyZjcyNw.pdf,http://regnskaber.virk.dk/28295552/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E3L2UwLzk0Lzk1OTEtNDYyMS04MGZmLTM2ZjUwODQ5NDFlZg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200 Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Ledelsen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-09,2000-08-16,2016-05-13,Statsautoriseret revisor,-1300000.0,,20222670.0,25559282.0,20222670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,-763552.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-12-31,2015-01-01,2016-05-09,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22374960,indberetninger-20180424,2.5118406,25559282.0,,2018-03-28T20:55:26.529Z,2016-05-17T16:18:48.888Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-06-FV,2016-05-17T16:18:49.084Z,,,,,,,,,,,,,,,
