entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameOfAuditFirm
25559282,2013-01-01,2013-12-31,c1,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-1.0,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,-64712.0,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,334261.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,-273.0,535.0,Aalborg,269810.0,269811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,-1.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,
25559282,2013-01-01,2013-12-31,c30,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,-330190.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,
25559282,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,
25559282,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,600000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,
25559282,2013-12-31,2013-12-31,c4,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,4459014.0,215027.0,125000.0,4459014.0,4421013.0,4459014.0,38001.0,4136382.0,38001.0,0.0,4296013.0,4136382.0,38001.0,107605.0,0.0,107605.0,
25559282,2014-01-01,2014-01-01,c137,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,125000.0,,,,,,,,,,,,
25559282,2014-01-01,2014-01-01,c158,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,4296013.0,,,,,,,,,,,,
25559282,2014-01-01,2014-01-01,c161,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,0.0,,,,,,,,,,,,
25559282,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,-29586.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-77322.0,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,-51404.0,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,469616.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,236.0,Aalborg,311540.0,418448.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,-106908.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
25559282,2014-01-01,2014-12-31,c159,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8vcGRmcy8yNTU1OTI4MjtBcFMyNzQ1MzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/28295552/Y3ZyLmRrOi8veGJybHMvWC00NjIxREI2Ny0yMDE1MDIyM18wODI0MTVfMDU4.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9200  Aalborg SV,c/o Tom Levi Larsen,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Educan ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-02-06,2000-08-16,2015-02-19,Statsautoriseret revisor,-500000.0,,25559282.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Educan ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Tom Levi Larsen,Tom Levi Larsen,Educan ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,-488460.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-12-31,2014-01-01,2015-02-06,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15762496,indberetninger-20180424,2.5124211,25559282.0,,2018-03-30T12:27:26.949Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.026,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,
