entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34350310,2015-06-01,2016-05-31,ID_10,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,140295.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2015-06-01,2016-05-31,ID_11,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,-8295.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,-8295.0,-6000.0,2750.0,,,,,,,,,,,,,,,,,
34350310,2015-06-01,2016-05-31,ID_13,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,-132000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2016-05-31,2016-05-31,ID_9,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,3208044.0,3198583.0,500000.0,3208044.0,3200544.0,3208044.0,7500.0,7500.0,132000.0,2568544.0,7500.0,0.0,9461.0,9461.0,,,
34350310,2016-06-01,2017-05-31,ID_0,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,-6237.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,-6237.0,-6246.0,41.0,,,,,,,,,,,,,,,,,
34350310,2016-06-01,2017-05-31,ID_1,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2016-06-01,2017-05-31,ID_12,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,-132000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2016-06-01,2017-05-31,ID_14,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,138237.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2016-06-01,2017-05-31,ID_2,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,,,
34350310,2016-06-01,2017-05-31,ID_3,,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI2LzI5LzM1LzViODEtNDU1MC04NGUzLTM4OGRmM2NkZTljMw.pdf,http://regnskaber.virk.dk/01305343/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2EyL2RjLzA4LzhjYzEtNGY3OS1hZjdlLWQzMWY5YmE4NzU3Mg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i K. Valla A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",2017-07-10,2017-07-10,1971-12-29,2017-07-10,39463113.0,34350310.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for K. Valla A/S.,Ãrsrapport,Bent  Kofoed,BjÃ¸rn Valla,KRESTON CM,K. Valla A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",RÃ¸dovre,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"175, RÃ¸dovre",2017-05-31,2016-06-01,false,2017-07-10,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24383444,indberetninger-20180424,2.5097342,34350310.0,,2018-03-27T12:28:43.751Z,2017-07-31T06:39:42.954Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AQ-85-UY,2017-07-31T06:39:43.237Z,,,,,,,,,,,,,,,,,,Kirsten PlÃ¸ger Valla,,
