entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameAndSurnameOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
33258976,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,,
33258976,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,-5000.0,0.0,5000.0,0.0,-5000.0,0.0,,,,,,,,,,,,,,,,,
33258976,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,129000.0,0.0,120000.0,129000.0,0.0,120000.0,129000.0,9000.0,3000.0,10000.0,0.0,9000.0,129000.0,119000.0,6000.0,,
33258976,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,-404.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,-5225.0,1.0,4706.0,-518.0,-5225.0,-114.0,,,,,,,,,,,,,,,,,
33258976,2017-01-01,2017-12-31,c122,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,-404.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,,
33258976,2017-01-01,2017-12-31,c32,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,Henrik Stage,
33258976,2017-01-01,2017-12-31,c48,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,Kurt Pedersen,
33258976,2017-01-01,2017-12-31,c49,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,Mads Rise,
33258976,2017-01-01,2017-12-31,c50,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,Erik Krogstrup,
33258976,2017-01-01,2017-12-31,c70,,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzY0L2NlLzQxLzRjOTAtNGY4Zi1hYzQ5LTRhOTExZDZjZjY2MA.pdf,http://regnskaber.virk.dk/67985233/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzJiLzhkL2Y1L2VhMmQtNGU2OC1hZDQ5LTYxMjg3NGJhZTFlNQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,I/S,c/o Frederiksdal Ejendomme,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-03-23,2018-03-23,2018-04-06,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,33258976.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2017 for JFE Komplementaranpartsselskab.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,Erik Krogstrup,"Redmark, Statsautoriseret Revisionspartnerselskab",JFE Komplementaranpartsselskab,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-03-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25336622,indberetninger-20180424,2.5118417999999996,33258976.0,AWLiblvKx8uVRSOdf3CO,2018-04-20T09:42:29.383Z,2018-04-20T09:41:43.311Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-42-GV,2018-04-20T09:41:43.495Z,,,,,,,,,,,,,,,,,,,,,,,Mads Mark Rise
