entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
20806141,2013-07-01,2014-06-30,ID_0,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_1,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_10,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_2,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,Steen Callsen
20806141,2013-07-01,2014-06-30,ID_3,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_4,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_5,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_6,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_7,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
20806141,2013-07-01,2014-06-30,ID_8,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8vcGRmcy8yMDgwNjE0MTtBcFMyNDM2MzY7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/14160802/Y3ZyLmRrOi8veGJybHMvWC1ENTdGRThDMC0yMDE0MTIxN18xMDExMzdfMzgx.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",1998-01-01,2014-12-16,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Hellerup, den 12. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2014-06-30,2013-07-01,2014-12-12,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:13418034,indberetninger-20180424,2.5118406,20806141.0,,2018-04-01T05:38:29.205Z,2014-12-17T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-312.904,2014-12-17T23:00:00.000Z,
