entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,NameAndSurnameOfMemberOfExecutiveBoard
20806141,2013-07-01,2014-06-30,ID_11,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",80168.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2013-07-01,2014-06-30,ID_13,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",30968.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2013-07-01,2014-06-30,ID_7,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",-30968.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,-33268.0,2300.0,-30968.0,-33268.0,
20806141,2013-07-01,2014-06-30,ID_9,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",-49200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_10,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",58351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_12,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",8451.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_14,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
20806141,2014-07-01,2015-06-30,ID_15,,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzZhL2Y3L2Y5LzU1LzJlODktNDRlYy05NjI0LTUxMzE3YzgxMTk3OA.pdf,http://regnskaber.virk.dk/14160802/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2RmLzUyL2JkLzY0NzctNDU2NC04MTViLWU2NzhiYWNlZGMxMg.xml,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Ernst Callsen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-02,1998-01-01,2015-12-02,0.0,20806141.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ernst Callsen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Callsen,Ernst Callsen Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-06-30,2014-07-01,2015-12-02,HÃ¸rsholm,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21736881,indberetninger-20180424,2.5117279999999997,20806141.0,,2018-03-30T18:47:52.172Z,2015-12-03T08:59:59.698Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-93-PH,2015-12-03T08:59:59.802Z,,,,,
