entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
70209616,2011-07-01,2012-06-30,ID_10,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",603750.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2011-07-01,2012-06-30,ID_12,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",-547782.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2011-07-01,2012-06-30,ID_14,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",55968.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2011-07-01,2012-06-30,ID_8,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",-55968.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,22892.0,11021.0,-108931.0,-75018.0,19050.0,,,,,,,,,,,,,,,,,
70209616,2012-06-30,2012-06-30,ID_16,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,3255261.0,1572203.0,-200000.0,3255261.0,17133.0,-2633461.0,-3255261.0,-621800.0,-3050.0,-3050.0,-603750.0,-2433461.0,1650275.0,-618750.0,32783.0,15650.0,-15000.0
70209616,2012-07-01,2013-06-30,ID_0,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2012-07-01,2013-06-30,ID_1,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2012-07-01,2013-06-30,ID_11,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",-602966.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2012-07-01,2013-06-30,ID_13,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",784.0,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
70209616,2012-07-01,2013-06-30,ID_17,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDEzMTExMl8xNTIwMjNfNzI4.xml,"Hedensted, 8722",Ved BÃ¦kken 3,"7100, Vejle",Damhaven 5C,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2013-11-08,Statsautoriseret revisor,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for HE 95 ApS.,Ãrsrapport,SÃ¸ren  Kahr,Jens Knudsen,Else Knudsen,"ReviPartner, Vejle, godkendt revisionsaktieselskab",HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,2013-06-30,2012-07-01,2013-08-08,Vejle,urn:ofk:oid:15792318,indberetninger-20180424,2.5096006,70209616.0,,2018-04-01T17:15:43.126Z,2013-11-12T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-274.001,2013-11-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
