entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,NameAndSurnameOfMemberOfExecutiveBoard
70209616,2012-07-01,2013-06-30,ID_11,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",602966.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2012-07-01,2013-06-30,ID_13,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",-784.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2012-07-01,2013-06-30,ID_7,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",784.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,-26038.0,22244.0,49316.0,1034.0,250.0,
70209616,2012-07-01,2013-06-30,ID_9,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",-603750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_0,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_1,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_10,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",611254.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_12,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",-3746.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_14,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
70209616,2013-07-01,2014-06-30,ID_15,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8vcGRmcy83MDIwOTYxNjtBcFM1OTYyODsyMDEzMDcwMTsyMDE0MDYzMDtSO1I.pdf,http://regnskaber.virk.dk/61690207/Y3ZyLmRrOi8veGJybHMvWC1FRTlFQjYzMC0yMDE0MTEyMF8xMjQ4MDZfMzcy.xml,"Vejle, 7100",Damhaven 5C,Til den daglige ledelse i HE 95 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1982-12-21,2014-11-15,0.0,70209616.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for HE 95 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens H. Knudsen,HE 95 ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab","Hedensted, den 13. august 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Hedensted, 766",2014-06-30,2013-07-01,2014-08-13,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15792324,indberetninger-20180424,2.5116906,70209616.0,,2018-03-31T22:48:38.696Z,2014-11-20T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-281.868,2014-11-20T23:00:00.000Z,,,,,,
