entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
30085809,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,-66798.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,,,,,,,,,,,,,,,
30085809,2016-10-01,2017-09-30,ID_6,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,1.0,,,,,,,,,,,,,,,,,,,,,,,
30085809,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,-66798.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,-16798.0,-50000.0,-66798.0,-16798.0,,,,,,,,,,,,,,,,,,,
30085809,2017-09-30,2017-09-30,ID_4,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,191403.0,2971.0,125000.0,123244.0,51935.0,191403.0,139468.0,68159.0,68159.0,68159.0,23020.0,20273.0,-73065.0,139468.0,51574.0,64874.0,120273.0,100000.0,
30085809,2017-10-01,2017-10-01,ID_7,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,-125000.0,,,,,,,,,,,,,,
30085809,2017-10-01,2017-10-01,ID_8,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,73065.0,,,,,,,,,,,,,,
30085809,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,,,,,,,,,,,,,,,Louise  Dalgaard Calmann
30085809,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,,,,,,,,,,,,,,,
30085809,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,,,,,,,,,,,,,,,
30085809,2017-10-01,2018-09-30,ID_12,,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E4L2E2LzI1L2YxNjQtNDAyNS1hM2NjLWJhNjk5NWExZjdhZA.pdf,http://regnskaber.virk.dk/90858003/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2FjLzhmLzc2L2EzYWItNDZlMi05OWZmLTE2MjQ2YWI1ZWE1Mg.xml,true,"KÃ¸benhavn Ã, 2100",Bellmansgade 27. 5. tv.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-04,2019-03-04,2015-07-08,2019-03-04,30085809.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Agroinvestment ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Louise Dalgaard Calmann,Agroinvestment ApS,Decimo IVS,Aars,2016-10-01,2017-09-30,-4724.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"820, Vesthimmerlands",2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26790995,indberetninger-20180424,2.5118406,30085809.0,AWlYlcJLRYGX6_YTFpj1,2019-03-07T14:37:37.588Z,2019-03-07T14:36:42.753Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-01-LA,2019-03-07T14:36:42.912Z,,,,,,,,,,,,,,,,,,,,,,,,
