entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,CurrentTaxExpense,ExchangeRateAdjustmentsOtherFinanceIncome,ExchangeRateLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,OtherShorttermPayables,PaidContributedCapital,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
31768179,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,-2843611.0,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,-2843611.0,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,2106013.0,0.0,42536.0,0.0,-4896.0,771887.0,775238.0,42536.0,3351.0,-737598.0,2106013.0,2106013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2016-12-31,2016-12-31,c109,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,3307.0,3307.0,125000.0,3307.0,-11835682.0,3307.0,11838989.0,11787382.0,11787382.0,51607.0,125000.0,-11960682.0,51607.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31768179,2016-12-31,2016-12-31,c118,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,,,,11787382.0,,,,,,,,,11787382.0,,,,,,,,,,,,,,,,,,,
31768179,2017-01-01,2017-01-01,c2,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2017-01-01,2017-01-01,c22,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,-11960681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,-862907.0,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,0.0,-7434.0,0.0,17199.0,-25360.0,825732.0,844981.0,0.0,2050.0,-870341.0,-7434.0,-7434.0,,,,,,,,,,,,,,,,,,Til kapitalejeren i Pelican Management ApS,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter vores opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for 2017.",Aktuelle skatteforpligtelser og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af Ã¥rets skattepligtige indkomst reguleret for skat af tidligere Ã¥rs skattepligtige indkomster samt for betalte acontoskatter. TillÃ¦g og godtgÃ¸relse under acontoskatteordningen indregnes i resultatopgÃ¸relsen under finansielle poster.,Andre eksterne omkostninger indeholder omkostninger til lokaler samt administration.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Med henvisning til Ã¥rsregnskabslovens Â§ 32 er nettoomsÃ¦tningen ikke oplyst i Ã¥rsrapporten.,"Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af regnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Pelican Management ApS.,"Vi har revideret Ã¥rsregnskabet for Pelican Management ApS for regnskabsÃ¥ret 1. januar - 31. december 2017, der omfatter resultatopgÃ¸relse, balance og noter, herunder anvendt regnskabspraksis (âregnskabetâ).","Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017 i overensstemmelse med Ã¥rsregnskabsloven.",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-19,,,,,
31768179,2017-01-01,2017-12-31,c105,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,-862907.0,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2017-01-01,2017-12-31,c23,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,-862907.0,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768179,2017-01-01,2017-12-31,c81,,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2IyL2JiL2MzL2NjYzktNDZmYi05ZmFlLWI0NTdmNWUwOTgzZA.pdf,http://regnskaber.virk.dk/97186713/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzA0LzkyL2ExL2IwM2MtNGJmZi1hY2UwLWI2YWExYWJjNGFhYg.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,DK-2100,46.0,StrÃ¸damvej,Hellerup,DK-2900,1.0,Tuborg Boulevard,KÃ¸benhavn K,1473.0,8 th,Bryghuspladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-19,2008-09-30,2018-06-19,33771231.0,31768179.0,33771231.0,Ãrsrapport,Burkhart Franz,Danske Bank A/S,Accura Advokatpartnerselskab,Pelican Management ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn K,2016-01-01,2016-12-31,,KÃ¸benhavn K,2017-12-31,2017-01-01,1.0,Hellerup,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25892205,indberetninger-20180424,2.5118417999999996,31768179.0,AWQd6NhD0wkEsASkt8pG,2018-06-20T15:56:43.706Z,2018-06-20T15:55:55.401Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-75-XY,2018-06-20T15:55:55.523Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burkhart Franz,,,,
