entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
33080115,2014-01-01,2014-12-31,c58,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",-9682.0,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,-1999.0,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,535.0,8218.0,-1464.0,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,-9682.0,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,,,
33080115,2014-01-01,2014-12-31,c74,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,8218.0,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,,,
33080115,2014-12-31,2014-12-31,c75,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,236125.0,236125.0,80000.0,236125.0,-186839.0,236125.0,422964.0,33019.0,-266839.0,422964.0,389945.0,,,
33080115,2015-01-01,2015-01-01,c114,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,80000.0,,,,,,,,,
33080115,2015-01-01,2015-01-01,c132,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,-266840.0,,,,,,,,,
33080115,2015-01-01,2015-12-31,c105,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,,,
33080115,2015-01-01,2015-12-31,c11,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",-795.0,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,-3500.0,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,117.0,-2588.0,-3383.0,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,-795.0,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,,,
33080115,2015-01-01,2015-12-31,c12,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,statsautoriseret revisor,Helle Brandt MÃ¸ller,Baker Tilly Denmark
33080115,2015-01-01,2015-12-31,c133,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,-2588.0,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,,,
33080115,2015-01-01,2015-12-31,c14,,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzE4LzZkL2FjLzg5ZTItNDg0ZC05ZGFlLWRhYWQ0NGFmMDZiOA.pdf,http://regnskaber.virk.dk/51108033/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2YxLzEwLzQxL2M5NWMtNGQ5Ny05ZjEzLWM4NTY2YWI4NDBlOA.xml,Danmark,DK,Valby,2500.0,"1, 1.",Poul Bundgaards Vej,Danmark,DK,KÃ¸ge,4600.0,4.0,Hastrupvej,2500 Valbyt,"Poul Bundgaards Vej 1, 1.",Til kapitalejeren i Autoklubben ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.","Ãrsregnskabet er ikke revideret. Ledelsen erklÃ¦rer, at betingelserne herfor er opfyldt.",,2016-05-25,2010-08-18,2016-05-25,Andre eksterne omkostninger omfatter omkostninger til administration m.v,Finansielle indtÃ¦gter og omkostninger indeholder renter m.v,,35257691.0,33080115.0,35257691.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Autoklubben ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Poulsen,Christina Poulsen,Autoklubben ApS,Baker Tilly Denmark Godkendt Revisionspartnerselskab,1000.0,80.0,,,,KÃ¸ge,2015-12-31,2015-01-01,2016-05-25,Valby,,33451000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22467380,indberetninger-20180424,2.5124211,33080115.0,,2018-03-29T05:35:55.458Z,2016-05-27T12:17:57.721Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-97-UJ,2016-05-27T12:17:57.994Z,,,,,,,,,,,,statsautoriseret revisor,Morten Schwensen,
