entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
14242309,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,45000.0,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",736234.0,1093476.0,14242309.0,1015968423.0,642983.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,961.0,Frederikshavn,2014-01-01,2014-12-31,773969.0,956186.0,312242.0,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,182217.0,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,99800.0,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,674169.0,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,8672911.0,191867.0,200000.0,315042.0,8165140.0,87857.0,8672911.0,507771.0,8270012.0,8357869.0,8270012.0,122455.0,87857.0,99800.0,0.0,0.0,7965140.0,507771.0,206163.0,123175.0,40367.0,38986.0,123175.0,,
14242309,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,52000.0,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",697218.0,1537553.0,14242309.0,1015968423.0,316340.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,985.0,Frederikshavn,2014-01-01,2014-12-31,859932.0,1105660.0,788335.0,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,245728.0,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,21164577.0,ReviÃst
14242309,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,101600.0,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,758332.0,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,,,,,,,,,,,,,,,,,,,,,,,,,
14242309,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzYyL2U3LzkxLzVkODItNDBhNS05ZjQwLTRjNGZmMjE2ZWMzZA.xhtml,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzUyLzg1L2VjLzQzZjEtNGQ3YS05YjJmLTBhNWY0ZTc1YzlkMA.pdf,http://regnskaber.virk.dk/90324241/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzc2LzBkL2NiL2IxYjQtNGY3NS1iOGY1LTAzOTgwOTIyMjk5NQ.xml,Danmark,DK,Frederikshavn,"7, 1 th",Tordenskjoldsgade,Frederikshavn,9900.0,Frederikshavn,9900.0,69.0,Danmarksgade,9900 Frederikshavn,Tordenskjoldsgade 7B,Til den daglige ledelse i SpeciallÃ¦ge Lars Peter Hansen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-23,2016-05-13,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen kautions-, leasing-, garanti- eller andre eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er drift af speciallÃ¦gepraksis.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen.</p>",,,14242309.0,1015968423.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jess HÃ¦strup,Lars P. Hansen,Lars Peter Hansen,Jyske Bank A/S,SPECIALLÃGE LARS PETER HANSEN ApS,ReviÃst,,Frederikshavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-23,Frederikshavn,,98432444.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22377686,indberetninger-20180424,2.5949414,14242309.0,,2018-03-28T21:09:55.555Z,2016-05-18T08:03:16.889Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-41-KH,2016-05-18T08:03:17.060Z,9378646.0,502521.0,200000.0,686834.0,8923472.0,257857.0,9378646.0,455174.0,8433955.0,8691812.0,8433955.0,115455.0,257857.0,101600.0,0.0,0.0,8723472.0,455174.0,146084.0,184313.0,33423.0,58612.0,184313.0,,
