entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34084009,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,11780.0,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",459135.0,663270.0,34084009.0,1005132190.0,2017.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",6957.0,141.0,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,146024.0,187556.0,192355.0,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,41532.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,2017.0,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2014-07-01,2015-06-30,c9,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,144007.0,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-06-30,2015-06-30,c11,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,492453.0,215748.0,80000.0,254173.0,6800.0,154737.0,0.0,492453.0,337716.0,238280.0,238279.0,0.0,1.0,238280.0,145226.0,0.0,0.0,0.0,185154.0,-110417.0,337716.0,148562.0,38425.0,0.0,29400.0,14528.0,31625.0,,,
34084009,2015-07-01,2015-07-01,c12,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2015-07-01,c13,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,185154.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2015-07-01,c14,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,-110417.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2015-07-01,c15,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2015-07-01,c16,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzI0LzI4LzM1LzRjN2ItNDUwNS04MjIxLTU1N2I0YjIxNzA1ZA.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzU5LzU3LzdlLzc4NGEtNGFhMi1iZTg5LWEwNWIxNWI2ZTcwYg.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2U1LzJiL2U3LzU3MWQtNGQ4ZS04ODVjLWZmYjNmMGU0ZTE2ZA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-14,2016-11-30,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34084009.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SkÃ¦lskÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-14,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236844,indberetninger-20180424,2.5949402000000004,34084009.0,,2018-03-29T03:18:56.878Z,2016-12-02T07:06:42.914Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-14-JU,2016-12-02T07:06:43.100Z,,,,,,154737.0,,,,,,,,,,,,,,,,,,,,,,,,
