entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34084009,2015-07-01,2016-06-30,c11,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,789960.0,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,975680.0,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,4154.0,199443.0,393822.0,851604.0,0.0,25868.0,1893.0,1017854.0,190225.0,42174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,0.0,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,100000.0,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2015-07-01,2016-06-30,c9,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,85720.0,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-06-30,2016-06-30,c13,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,1099189.0,304661.0,80000.0,722115.0,4300.0,1030417.0,16616.0,1099189.0,68772.0,360458.0,310457.0,50000.0,1.0,377074.0,8423.0,227237.0,16616.0,270874.0,679543.0,68772.0,0.0,175.0,417454.0,185917.0,40174.0,0.0,20000.0,,,
34084009,2016-07-01,2016-07-01,c14,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2016-07-01,c15,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,270874.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2016-07-01,c16,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,679543.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2016-07-01,c17,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2E4LzkzL2M5LzE3NjEtNGEwNS05MzAyLTEzMmU4ODg5Y2JlYg.xhtml,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVhL2RiL2VhLzU5YmMtNGUyMS1iYjVhLTg2M2YzM2FmNzhiNQ.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzc2LzU2LzA0L2ZmNGUtNDk1OC1iZWMyLWJlMTJhYzQ4NDc0Mg.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Danmark,DK,SkÃ¦lskÃ¸r,4230.0,18.0,Algade,SkÃ¦lskÃ¸r,4230.0,50.0,Ãrslevvej,4200 Slagelse,"Nytorv, 8",Til den daglige ledelse i BRISE HOLDING ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-08,2017-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",34084009.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Brian Rise,Brian Rise Hamann Jensen,Sparekassen SjÃ¦lland,BRISE HOLDING ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2015-07-01,2016-06-30,,2017-06-30,2016-07-01,false,false,2017-09-08,Slagelse,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24591017,indberetninger-20180424,2.5947871,34084009.0,,2018-03-27T12:10:29.803Z,2017-10-12T12:08:48.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-10-EX,2017-10-12T12:08:48.627Z,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
