entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
34084009,2016-07-01,2017-06-30,ID_19,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2017-06-30,ID_21,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,-557483.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2017-06-30,ID_23,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,432488.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,224995.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,11271.0,141685.0,-124958.0,505608.0,0.0,3288.0,589.0,224995.0,-277914.0,,,,,,,,,,,,,,,,,,,,,,,,
34084009,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,1196448.0,234988.0,80000.0,328508.0,1155412.0,1196448.0,41036.0,867940.0,867940.0,867940.0,0.0,4592.0,90520.0,828357.0,247055.0,41036.0,2363.0,11330.0,93520.0,3000.0,22751.0,0.0,,
34084009,2017-07-01,2017-07-01,ID_14,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,-80000.0,,,,,,,,,,,,,,,,,,,
34084009,2017-07-01,2017-07-01,ID_15,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,-828357.0,,,,,,,,,,,,,,,,,,,
34084009,2017-07-01,2017-07-01,ID_16,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,-247055.0,,,,,,,,,,,,,,,,,,,
34084009,2017-07-01,2017-07-01,ID_17,,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzMwL2ViLzQ3LzNjYzEtNDRjMS05YjYxLWQ3Y2Q4Y2JmNzBjZA.pdf,http://regnskaber.virk.dk/90048043/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzkyLzhlL2MwMDItNGQzNC04OTAzLWNjZmY3YzA5ZDVmNA.xml,true,"Slagelse, 4200",Nytorv 8,Til den daglige ledelse i Brise Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-12,2018-09-12,2011-12-15,2018-11-01,br@cestek.dk,21696382.0,34084009.0,21696382.0,mne18279,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Brise Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Stahl,Brian Rise,"DALSGAARD, STAHL & WÃLDIKE",Sparekassen SjÃ¦lland,Brise Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",SkÃ¦lskÃ¸r,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 330",2018-06-30,2017-07-01,false,2018-09-12,Slagelse,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26261443,indberetninger-20180424,2.5118406,34084009.0,AWbTv_qO5OzuYdPkF6bt,2018-11-02T09:28:31.644Z,2018-11-02T09:27:42.826Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DJ-14-CM,2018-11-02T09:27:43.110Z,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
