entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,DividendPaid
33388993,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,17608.0,160938.0,234047.0,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,134.0,GundsÃ¸magle,2015-01-01,2015-12-31,74877.0,55367.0,55501.0,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",-19510.0,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,,,,,,,,,,,,,,,,
33388993,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,74877.0,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,,,,,,,,,,,,,,,,
33388993,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,378008.0,222931.0,80000.0,311193.0,19510.0,276366.0,1122.0,12632.0,65693.0,378008.0,101642.0,12632.0,66815.0,101642.0,56120.0,66815.0,196366.0,0.0,101642.0,75630.0,
33388993,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,0.0,,,,,,,,,,,,,,,
33388993,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,276366.0,,,,,,,,,,,,,,,
33388993,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,80000.0,,,,,,,,,,,,,,,
33388993,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,0.0,,,,,,,,,,,,,,,
33388993,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,196366.0,,,,,,,,,,,,,,,
33388993,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,13243.0,197299.0,223206.0,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,9841.0,GundsÃ¸magle,2015-01-01,2015-12-31,2202.0,2823.0,12664.0,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",621.0,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,,,,,,,,,,,,,,,,0.0
33388993,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk2L2NhLzJkLzE1NDEtNGNiMC1iYTVkLTQzZTMwNzM5ZTMwOQ.xhtml,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzU3LzhhLzQyL2MzOTgtNGFjNS04MzUzLTdhMDMxODMwNzNmZQ.pdf,http://regnskaber.virk.dk/39988333/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzc2L2ZjLzg3L2E0OTEtNDM2OC05OTk5LTU3YjliOWJjNmUxNA.xml,true,Roskilde,4000.0,1.0,Rosentorvet,4000 Roskilde,"RytterkÃ¦r 2, HerringlÃ¸se",Regnskabsklasse B,2017-06-13,2017-06-13,,,,33388993.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lennart Kastrup,Lennart Kastrup,CASINOPUBBEN ApS,Maj Britt Pedersen,,GundsÃ¸magle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Selskabets ordinÃ¦re generalforsamling har besluttet at anvende reduktion af revisionspligten, sÃ¥ledes at selskabets Ã¥rsrapporter ikke revideres, idet betingelserne herfor anses som opfyldt.",,31787544.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24201493,indberetninger-20180424,2.5949445,33388993.0,,2018-03-29T10:34:08.272Z,2017-06-14T10:27:46.726Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-YV,2017-06-14T10:27:46.939Z,,,,,,,,,,,,,,,,,,,,,
