entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
31849357,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,44000.0,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",2287491.0,2414835.0,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",38062.0,109.0,Slagelse,2013-10-01,2014-09-30,20491.0,45391.0,83344.0,2015-09-30,2014-10-01,2015-11-12,Slagelse,24900.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,20491.0,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,1585921.0,386.0,499090.0,125000.0,693671.0,0.0,392493.0,86000.0,1585921.0,1193428.0,200000.0,806250.0,200000.0,892250.0,806250.0,907525.0,86000.0,0.0,0.0,0.0,267493.0,16561.0,993428.0,693285.0,24900.0,194195.0,44442.0,0.0,
31849357,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,-114000.0,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",1967049.0,1965418.0,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",16144.0,0.0,Slagelse,2013-10-01,2014-09-30,69325.0,96225.0,112369.0,2015-09-30,2014-10-01,2015-11-12,Slagelse,26900.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REVISORERNE DALSGAARD,STAHL & WÃLDIKE STATSAUTORISERET REVISIONSAPS"
31849357,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,69325.0,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849357,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzZhLzc2Lzk2L2UyZDctNDdmOS1iZTA5LTYyODliYjkzMDkxNg.xhtml,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzE2L2UzL2ViMmQtNGUwOS1hNjdmLTIxYWVmNzBkZWM5Ng.pdf,http://regnskaber.virk.dk/75394813/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzc2LzM2LzVjL2VmZTAtNGU0My05ODZhLTNiZjBhYzNiNzljZQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,Slagelse,4200.0,Klingenberg,Slagelse,4200.0,"4, 1",Sdr.Stationsvej,4200 Slagelse,Nytorv 8,Til kapitalejerne i YT BUSSER APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-12,2015-12-17,,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">De under andre finansielle anlÃ¦gsaktiver anfÃ¸rte deposita tkr. 745 stÃ¥r som sikkerhed for leasingaftaler.</p>",,,21696382.0,31849357.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Christian Engelhardt Nisted Thomsen,Christian Engelhardt Nisted Thomsen,SparNord,YT BUSSER ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,Slagelse,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-11-12,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21800369,indberetninger-20180424,2.595548,31849357.0,,2018-03-30T23:02:01.550Z,2015-12-17T12:25:49.014Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-66-BA,2015-12-17T12:25:49.240Z,1360500.0,0.0,446300.0,125000.0,555500.0,50000.0,461818.0,60000.0,1360500.0,871782.0,200000.0,745000.0,200000.0,805000.0,745000.0,453921.0,60000.0,0.0,26900.0,26900.0,336818.0,195361.0,671782.0,555500.0,0.0,35000.0,22500.0,24200.0,
