entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
26696801,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,-196311.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,-7254.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,203565.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,-2250.0,196311.0,3271.0,15032.0,205822.0,-2250.0,2257.0,,,,,,,,,,,,,,,,,,,,,,,
26696801,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,1083114.0,17369.0,125000.0,92773.0,1065564.0,1083114.0,17550.0,990341.0,990341.0,990341.0,75404.0,1197.0,0.0,0.0,927842.0,12722.0,75404.0,17550.0,15103.0,0.0,0.0,1250.0,
26696801,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,111192.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,-8750.0,114263.0,9274.0,14953.0,111192.0,-8750.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
26696801,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,106471.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696801,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzk4LzgxL2Y4L2Y1ZDMtNDc3Yy05YmViLWE1YmEwNjI5NmQ1MA.pdf,http://regnskaber.virk.dk/10869662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdkLzVhL2QwLzdkYTktNGU4NC05OGZiLTZlMWFjYTgxNjg3Mg.xml,false,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i HC Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-12,2017-06-12,2002-08-16,2017-06-15,15735376.0,26696801.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for HC Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Henning Clausen,bp-revision,Danske Bank,HC Holding ApS,"bp-revision, registreret revisorer FSR - danske revisorer",Greve,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2016-12-31,2016-01-01,true,2017-06-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24220292,indberetninger-20180424,2.5118417999999996,26696801.0,,2018-03-29T12:11:27.864Z,2017-06-16T07:58:02.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-HE,2017-06-16T07:58:02.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henning Clausen
