entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
32939457,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,4.0,Regnskabsklasse B,137632.0,2019-03-01,2010-05-21,2019-05-06,51650.0,Statsautoriseret revisor,-375000.0,1749240.0,2457839.0,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,94691.0,60319.0,11015.0,60319.0,11015.0,Kastrup,181445.0,2017-01-01,2017-12-31,470013.0,607645.0,656949.0,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,26165.0,137632.0,+45 32 50 01 26,1446939.0,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,375000.0,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,95013.0,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,,
32939457,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,7104717.0,161965.0,80000.0,6375.0,765044.0,7104717.0,6339673.0,27032.0,375000.0,310044.0,6339673.0,4612148.0,6942752.0,0.0,23632.0,0.0,1389933.0,6909345.0,,
32939457,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,80000.0,,,,,,,,,,,,,,,
32939457,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,310043.0,,,,,,,,,,,,,,,
32939457,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,375000.0,,,,,,,,,,,,,,,
32939457,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,4.0,Regnskabsklasse B,99726.0,2019-03-01,2010-05-21,2019-05-06,4282.0,Statsautoriseret revisor,-375000.0,2122236.0,2556923.0,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,126913.0,31696.0,19418.0,31696.0,19418.0,Kastrup,250873.0,2017-01-01,2017-12-31,318401.0,418127.0,430405.0,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,28494.0,99726.0,+45 32 50 01 26,1715956.0,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
32939457,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,200000.0,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,,
32939457,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzg0LzAyLzYwLzQzMDktNDQ3OS1hZTlkLTk0NjNjODczN2YyYw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2FiL2M2L2UxL2QyOWItNDBmOS1iNTViLTNhYzAyZDA2ZTg3Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2019-03-01,2010-05-21,2019-05-06,,Statsautoriseret revisor,-375000.0,,,20222670.0,32939457.0,20222670.0,mne32069,Ãrsrapport,SÃ¸ren SÃ¸ndergaard Jensen,Dejan Spasojevic,Dejan Spasojevic,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Kastrup,,2017-01-01,2017-12-31,118401.0,,,Kastrup,2018-12-31,2018-01-01,true,2019-03-01,KÃ¸benhavn,,,+45 32 50 01 26,,urn:ofk:oid:27124853,indberetninger-20180424,2.5124211,32939457.0,AWqwH2w9RYGX6_YTHoCd,2019-05-13T07:37:17.772Z,2019-05-13T07:36:50.030Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-11-EG,2019-05-13T07:36:50.175Z,,,,,,,,,,,,,,,,,,,,
