entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
32939457,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,2.0,Regnskabsklasse B,127908.0,2018-04-17,2010-05-21,2018-04-23,548.0,Statsautoriseret revisor,-400000.0,1102690.0,1639580.0,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,66688.0,26.0,30218.0,Kastrup,118725.0,2016-01-01,2016-12-31,438626.0,566534.0,536342.0,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,13649.0,127908.0,903628.0,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,,
32939457,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,400000.0,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,,
32939457,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,38626.0,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,,
32939457,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,4541062.0,546347.0,80000.0,0.0,695030.0,4541062.0,3846032.0,216969.0,25300.0,400000.0,215030.0,3846032.0,2713458.0,3994715.0,30040.0,132.0,885565.0,3969283.0,,
32939457,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,80000.0,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,215031.0,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,400000.0,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,4.0,Regnskabsklasse B,137632.0,2018-04-17,2010-05-21,2018-04-23,51650.0,Statsautoriseret revisor,-400000.0,1749240.0,2457839.0,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,94691.0,49304.0,0.0,Kastrup,181445.0,2016-01-01,2016-12-31,470013.0,607645.0,656949.0,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,26165.0,137632.0,1446939.0,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
32939457,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,375000.0,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,,
32939457,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzUyLzgyLzkwLzM1MGMtNGM3MS1iZDJkLTkzNGNlOGIwYjU3Nw.pdf,http://regnskaber.virk.dk/75493923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzhkLzFiLzA2L2MzY2MtNGZlZi05NTNlLTQ0ZjcyMzk4MzcyMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Kystvejen 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2018-04-17,2010-05-21,2018-04-23,,Statsautoriseret revisor,-400000.0,,,20222670.0,32939457.0,20222670.0,mne16630,Ãrsrapport,Morten Kenhof,Ãsa Persson,Ãsa Persson,Universal GSA ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kastrup,,2016-01-01,2016-12-31,95013.0,,,Kastrup,2017-12-31,2017-01-01,true,2018-04-17,KÃ¸benhavn,,,,urn:ofk:oid:25430565,indberetninger-20180424,2.5118535,32939457.0,AWNABEYNx8uVRSOdgXdw,2018-05-08T13:50:37.255Z,2018-05-08T13:50:08.717Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-94-YU,2018-05-08T13:50:09.017Z,,,,,,,,,,,,,,,,,,,,
