entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions
31597218,2017-04-01,2017-04-01,c251,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,-667000.0,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,800000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,,,,,,,,,,,,,,,,,,,,,
31597218,2017-04-01,2017-04-01,c720,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,125000.0,,,,,,,,,,,,,,,,,,,,,
31597218,2017-04-01,2017-04-01,c741,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,237000.0,,,,,,,,,,,,,,,,,,,,,
31597218,2017-04-01,2018-03-31,c123,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,-93000.0,,,,,,,,,,,,,,,,,,,,
31597218,2017-04-01,2018-03-31,c252,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,,-83000.0,,,,,,,,,,,,,,,,,,,
31597218,2017-04-01,2018-03-31,c3,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,-93000.0,,-6000.0,-83000.0,5000.0,1000.0,5000.0,-93000.0,-6000.0,,,,,,,,,,,,
31597218,2017-04-01,2018-03-31,c742,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,-93000.0,,,,,,,,,,,,,,,,,,,,
31597218,2018-03-31,2018-03-31,c253,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,-750000.0,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,800000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,,,,,,,,,,,50000.0,,,,,,,,,,,
31597218,2018-03-31,2018-03-31,c4,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,269000.0,,,,,,,,,,50000.0,413000.0,363000.0,125000.0,363000.0,413000.0,144000.0,50000.0,50000.0,144000.0,144000.0,144000.0
31597218,2018-03-31,2018-03-31,c722,,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzIyLzA2L2VlLzZiZGEtNDM0OC1iZWJhLTNiNmQ2NWVmZTZhYg.pdf,http://regnskaber.virk.dk/81279513/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2RhLzRkLzljL2UzZWMtNDNkMC1iNDA4LTk3YTgyMjhmY2QzYg.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,9200 Aalborg,VoergÃ¥rdsvej 2,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-06-25,2019-06-25,2008-06-27,2019-06-25,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,33780524.0,31597218.0,32895468.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019 for Charlotte Balle Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Charlotte Balle,Charlotte Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Charlotte Balle Holding ApS,Beierholm,Ãlstykke,2017-04-01,2018-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2019-03-31,2018-04-01,33.33,2019-06-25,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27776886,indberetninger-20180424,2.5124297,31597218.0,AWzci325IXJRhhXBNLkp,2019-08-29T08:44:01.133Z,2019-08-29T08:43:44.228Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CQ-89-QT,2019-08-29T08:43:44.473Z,125000.0,,,,,,,,,,,,,,,,,,,,,
