entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AdditionsToInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
27308295,2017-01-01,2017-01-01,c251,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,-7820.0,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,42000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-01-01,c735,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,46723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,-13305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c252,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,,24016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,2891.0,,7000.0,-14125.0,24016.0,2891.0,-21125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c474,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,16196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c736,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,16196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27308295,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE0LzNkL2ZlLzdmMDUtNGE1Ni1iZTRhLTBlZjJkZmQ5ZGRjNw.pdf,http://regnskaber.virk.dk/59280372/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzZiLzNlLzU4L2VkOTAtNDU4MC05YWFmLWVlM2NiMzMwZWJiOA.xml,,6453.0,HillerÃ¸d,3400.0,4.0,Attemosevej,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-22,2019-05-22,2019-05-22,7000.0,Andre eksterne omkostninger omfatter omkostninger til administration.,27308295.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Henning von Hauen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning von Hauen,Henning von Hauen,Henning von Hauen ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,CSR Nordic ApS,HillerÃ¸d,2018-12-31,2018-01-01,33.33,2019-05-22,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27263978,indberetninger-20180424,2.5124266,27308295.0,AWr90Xf6RYGX6_YTIG63,2019-05-28T09:42:30.133Z,2019-05-28T09:42:03.845Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-35-YA,2019-05-28T09:42:04.128Z,,-13305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
