entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
32149839,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,485312.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",75812.0,2019-03-27,2009-05-06,2019-04-08,24240.0,Statsautoriseret revisor,183162.0,2233025.0,1163473.0,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,267.0,16900.0,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,41742.0,623497.0,34696.0,623230.0,17796.0,68837.0,Risskov,2017-01-01,2017-12-31,1970334.0,2531458.0,3120259.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,2329.0,561124.0,139091.0,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32149839,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,1970334.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32149839,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,31628051.0,779846.0,125000.0,9943202.0,368750.0,30175000.0,31628051.0,20628746.0,26121.0,19061691.0,19061691.0,30569871.0,26121.0,2694.0,30543750.0,1056103.0,1056103.0,9818202.0,742446.0,1567055.0,226839.0,583.0,278334.0,275640.0,75812.0,25000.0,,,,,,,,
32149839,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32149839,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,9818202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32149839,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.0,0.0,375000.0,,,,,
32149839,2018-01-01,2018-01-01,c521,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4949348.0,25225652.0,,,,,
32149839,2018-01-01,2018-01-01,c565,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26121.0,,,,
32149839,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,-18743.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",51031.0,2019-03-27,2009-05-06,2019-04-08,75000.0,Statsautoriseret revisor,268707.0,0.0,1041277.0,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,4132.0,13319.0,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,16616.0,592857.0,13319.0,588725.0,0.0,0.0,Risskov,2017-01-01,2017-12-31,85744.0,118032.0,697570.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,0.0,32288.0,252091.0,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,
32149839,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2JkLzIzLzZjLzM2NTgtNGRhYi04ZjUxLWI3YTI3M2NjZTA1OA.pdf,http://regnskaber.virk.dk/93894123/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBlL2M1L2JiL2NhNTItNGI4Mi04Yzg4LWQyMGM4YTQ3YjFhNQ.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8000 Aarhus C,Skt. Pauls Gade 17 st. th.,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i MOTION & TRIVSEL ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-27,2009-05-06,2019-04-08,,Statsautoriseret revisor,,,,20222670.0,32149839.0,20222670.0,mne32221,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MOTION & TRIVSEL ApS.,Ãrsrapport,,,20608445.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Pedersen,Brian Vaadde Nielsen,Brian Vaadde Nielsen,MOTION & TRIVSEL ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Risskov,2017-01-01,2017-12-31,85744.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-03-27,Viborg,,,,urn:ofk:oid:26979695,indberetninger-20180424,2.5097417999999996,32149839.0,AWoMyl0XRYGX6_YTGz5R,2019-04-11T14:26:11.771Z,2019-04-11T14:25:49.164Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-48-EQ,2019-04-11T14:25:49.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
