entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
22405918,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,,,
22405918,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,0.0,0.0,0.0,,,
22405918,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,,,
22405918,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,Rasmus Ãdum,Bestyrelsesmedlem,
22405918,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,,,Rasmus Ãdum
22405918,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,Lars-Peter  SÃ¸bye,Bestyrelsesformand,
22405918,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,Tomas GÃ¶ran Bergendahl,Bestyrelsesmedlem,
22405918,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,,,
22405918,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,,,,,,
22405918,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2I2L2MyL2JmNDUtNDZiZi1iNTM3LTNlYjI3NWUyZmZiMA.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2I4Lzk3L2M3LzI2YTgtNGRjMS05OTc5LTU4YzgyNWVjMTgwMQ.xml,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-02-27,2017-02-27,1925-01-03,2017-02-27,22405918.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kit BÃ¦kgaard,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"173, Lyngby-TÃ¥rbÃ¦k",2016-12-31,2016-01-01,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:23566459,indberetninger-20180424,2.5118406,22405918.0,,2018-03-27T21:44:24.898Z,2017-03-07T14:50:09.427Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-96-KH,2017-03-07T14:50:09.691Z,0.0,0.0,0.0,,,
