entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
22405918,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,,
22405918,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,0.0,0.0,0.0,,,
22405918,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,Rasmus Ãdum,,
22405918,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,,
22405918,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,Rasmus Ãdum,Bestyrelsesmedlem
22405918,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,Lars-Peter  SÃ¸bye,Bestyrelsesformand
22405918,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,Tomas GÃ¶ran Bergendahl,Bestyrelsesmedlem
22405918,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,,
22405918,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,,,,,,
22405918,2017-12-31,2017-12-31,ID_7,,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzdmLzZlLzJhLzZhN2UtNGUxNC1hNWExLTQ0MGI0NmIyY2YwYg.pdf,http://regnskaber.virk.dk/81950422/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzQwLzkzLzk1L2Y3M2EtNDFmZC05ZTkzLTNjM2NkY2E2MmQ3MQ.xml,true,"2800, Kongens Lyngby",Parallelvej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-19,2018-03-19,1925-01-03,2018-03-19,22405918.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KX A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rikke Bjerre-Nielsen Nybroe,Nordea A/S,KX A/S,Tommy Bering Jensen,Kongens Lyngby,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lyngby-TÃ¥rbÃ¦k, 173",2017-12-31,2017-01-01,false,56 40 00 00,Bestyrelsesmedlem,Ingen bistand,urn:ofk:oid:25204117,indberetninger-20180424,2.5118406,22405918.0,,2018-04-04T08:46:20.177Z,2018-03-20T09:55:44.536Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-FU,2018-03-20T09:55:44.957Z,0.0,0.0,0.0,,,
