entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
34611599,2015-10-01,2016-09-30,c347,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",-7760.0,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,5000.0,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,478939.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,7356.0,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,30186.0,0.0,22830.0,0.0,Faaborg,451513.0,443753.0,473939.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,-7760.0,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,,,,
34611599,2015-10-01,2016-09-30,c358,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,378939.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,,,,
34611599,2015-10-01,2016-09-30,c368,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,72574.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,,,,
34611599,2016-09-30,2016-09-30,c398,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,4126051.0,0.0,80000.0,3294341.0,4126051.0,831710.0,3699088.0,3699088.0,3699088.0,1.0,5000.0,3029088.0,185253.0,831710.0,446825.0,178552.0,426963.0,0.0,201333.0,,,,
34611599,2016-10-01,2016-10-01,c661,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,3029088.0,670000.0,,
34611599,2016-10-01,2016-10-01,c703,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,80000.0,,,,,,,,,,,,,,,,,,,
34611599,2016-10-01,2016-10-01,c712,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,3029088.0,,,,,,,,,,,,,,,,,,,
34611599,2016-10-01,2016-10-01,c730,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,185253.0,,,,,,,,,,,,,,,,,,,
34611599,2016-10-01,2017-09-30,c0,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",-3652.0,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,6329.0,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,411105.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,0.0,7606.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,17974.0,7318.0,17974.0,-288.0,Faaborg,397772.0,394120.0,404776.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,-3652.0,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
34611599,2016-10-01,2017-09-30,c2,,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IzLzBkLzIwL2JkOTgtNDc4ZC05NTY0LWU1MjdmN2Y1YWE3ZA.pdf,http://regnskaber.virk.dk/99511643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2IyLzc3L2Q2LzIxMTktNDczZi1hZmI4LTE3ZGI4OTNhNzk5Ng.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5600 Faaborg,Egsgyden 30,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Britt Lyhr SkovhÃ¸j Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-10-25,2012-07-05,2017-11-09,Statsautoriseret revisor,-450000.0,,20222670.0,34611599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Britt Lyhr SkovhÃ¸j Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Svensson,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j,Britt Lyhr SkovhÃ¸j Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Faaborg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-09-30,2016-10-01,411105.0,true,2017-10-25,Odense,,urn:ofk:oid:24685065,indberetninger-20180424,2.5124211,34611599.0,,2018-03-27T16:48:01.051Z,2017-11-10T14:42:42.485Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BF-26-SS,2017-11-10T14:42:42.603Z,,,,,,,,,,,,,,,,,,,,,,,
