entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,DescriptionOfMemberOfExecutiveBoardApprovingStatementOfExecutiveAndSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
33043341,2011-05-01,2011-05-01,c398,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,80000.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2011-05-01,2011-05-01,c416,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,1726.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2011-05-01,2012-04-30,c120,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,-34539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2011-05-01,2012-04-30,c3,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,-34539.0,42280.0,32052.0,0.0,10125.0,35824.0,-46052.0,-10228.0,42177.0,-11513.0,,,,,,,,,,,,,,,,,,,,,,,
33043341,2011-05-01,2012-04-30,c417,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,-34539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2012-04-30,2012-04-30,c394,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,80000.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2012-04-30,2012-04-30,c4,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,47187.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,360954.0,637548.0,80000.0,24594.0,9271.0,360954.0,637548.0,590361.0,252000.0,612954.0,252000.0,0.0,375645.0,15323.0,-32813.0,214716.0,0.0,590361.0,24594.0,,,,
33043341,2012-04-30,2012-04-30,c418,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,-32813.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2012-05-01,2012-05-01,c195,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,-32813.0,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043341,2012-05-01,2012-05-01,c340,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8vcGRmcy8zMzA0MzM0MTtBcFM0NzU5NTA7MjAxMjA1MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/14334033/Y3ZyLmRrOi8veGJybHMvWC0wN0RBMjdDRS0yMDEzMTAwNF8xMDQyMTJfNTA0.xml,46296.0,6800  Varde,Bakkevej 24,7500 Holstebro,Hostrupsvej 4,anpartshaverne,12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-09-30,2013-09-30,2010-06-24,2013-09-30,,33043341.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for Tolinie ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Tolinie ApS for regnskabsÃ¥ret 1. maj 2012 - 30. april 2013.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels JÃ¸rn Nielsen,Tolinie ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Varde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2013-04-30,2012-05-01,2013-09-30,Holstebro,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:20737796,indberetninger-20180424,2.5097342,33043341.0,,2018-04-01T13:31:40.706Z,2013-10-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-05-01,13-223.008,2013-10-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61850.0,422804.0,,
