entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyCost,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
29614636,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",16236.0,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",135690.0,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,149048.0,64777.0,Hellerup,2015-01-01,2015-12-31,51419.0,51419.0,135690.0,40074.0,2016-12-31,2016-01-01,192000.0,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,,,,,,,,,,,,,,,,,,
29614636,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,51419.0,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,,,,,,,,,,,,,,,,,,
29614636,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,19966372.0,42948.0,12500000.0,69983.0,14587232.0,23830.0,19767072.0,19966372.0,5379140.0,4065000.0,4065000.0,19896389.0,3266750.0,1314140.0,27035.0,105487.0,19896389.0,-1179518.0,0.0,1314140.0,27035.0,
29614636,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,3266750.0,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,-1179518.0,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,14587232.0,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,12500000.0,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",22691.0,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",128809.0,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,176649.0,0.0,Hellerup,2015-01-01,2015-12-31,-47840.0,-47840.0,128809.0,45300.0,2016-12-31,2016-01-01,196800.0,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,,,,,,,,,,,,,,,,,,
29614636,2016-01-01,2016-12-31,c13,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzY5L2M0L2EyLzdhOWEtNDc5YS1hMWVhLTA1NmFiYTZlMjQ3NQ.xhtml,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzBkL2I0LzJhL2VkYWYtNGVkZS1hMjAxLTBlMzZjODcxZjMzNg.pdf,http://regnskaber.virk.dk/63641692/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2MzLzFkLzMxLzU2Y2YtNGY2MC04YTUyLTNiZWRkMWVmZmVkMg.xml,true,Danmark,DK,Fredensborg,3480.0,55 A,Hovedgaden,Hellerup,2900.0,"4, 4 tv",Tuborg Havnepark,3480.0,"RosenvÃ¦nget, 2J",,Regnskabsklasse B,2017-05-16,2017-05-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedens formÃ¥l er at eje, drive eller udlejning afÂ ejendommen Langstrupvej 43, 3480 Fredensborg.</p>",,29614636.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke i regnskabsÃ¥ret vÃ¦ret ansatte. Der er ikke udbetalt honorar eller vederlag til bestyrelsen.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens JÃ¸rgensen,Flemming Allan Hansen,Nykredit Bank,K/S SANDAGERGÃRD FAH,Jens JÃ¸rgensen,,,Hellerup,2015-01-01,2015-12-31,-47840.0,,,,2016-12-31,2016-01-01,,false,false,false,false,Ingen bistand,urn:ofk:oid:23876915,indberetninger-20180424,2.5926442,29614636.0,,2018-03-28T02:05:32.478Z,2017-05-17T07:26:56.630Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-31-SH,2017-05-17T07:26:56.862Z,,,,,,,,,,,,,,,,,,,,,,
